town,year,month,tmean_c,grid_lat,grid_lon
pagar_alam,2025,1,22.104,-4.25,103.25
lahat,2025,1,26.292,-3.75,103.75
muaradua,2025,1,24.104,-4.75,104.25
liwa,2025,1,23.979,-5.25,104.25
kepahiang,2025,1,23.542,-3.75,102.75
pagar_alam,2025,2,22.424,-4.25,103.25
lahat,2025,2,26.705,-3.75,103.75
muaradua,2025,2,24.424,-4.75,104.25
liwa,2025,2,24.299,-5.25,104.25
kepahiang,2025,2,23.799,-3.75,102.75
pagar_alam,2025,3,23.406,-4.25,103.25
lahat,2025,3,27.625,-3.75,103.75
muaradua,2025,3,25.781,-4.75,104.25
liwa,2025,3,25.844,-5.25,104.25
kepahiang,2025,3,24.563,-3.75,102.75
pagar_alam,2025,4,23.422,-4.25,103.25
lahat,2025,4,27.734,-3.75,103.75
muaradua,2025,4,25.828,-4.75,104.25
liwa,2025,4,25.797,-5.25,104.25
kepahiang,2025,4,24.734,-3.75,102.75
pagar_alam,2025,5,23.9,-4.25,103.25
lahat,2025,5,28.275,-3.75,103.75
muaradua,2025,5,26.4,-4.75,104.25
liwa,2025,5,26.368,-5.25,104.25
kepahiang,2025,5,25.212,-3.75,102.75
pagar_alam,2025,6,23.331,-4.25,103.25
lahat,2025,6,27.55,-3.75,103.75
muaradua,2025,6,25.581,-4.75,104.25
liwa,2025,6,25.519,-5.25,104.25
kepahiang,2025,6,24.456,-3.75,102.75
pagar_alam,2025,7,23.394,-4.25,103.25
lahat,2025,7,27.456,-3.75,103.75
muaradua,2025,7,25.425,-4.75,104.25
liwa,2025,7,25.331,-5.25,104.25
kepahiang,2025,7,24.425,-3.75,102.75
pagar_alam,2025,8,23.189,-4.25,103.25
lahat,2025,8,27.158,-3.75,103.75
muaradua,2025,8,25.221,-4.75,104.25
liwa,2025,8,25.189,-5.25,104.25
kepahiang,2025,8,23.939,-3.75,102.75
pagar_alam,2025,9,22.983,-4.25,103.25
lahat,2025,9,27.233,-3.75,103.75
muaradua,2025,9,25.358,-4.75,104.25
liwa,2025,9,25.296,-5.25,104.25
kepahiang,2025,9,24.015,-3.75,102.75
pagar_alam,2025,10,23.461,-4.25,103.25
lahat,2025,10,27.929,-3.75,103.75
muaradua,2025,10,26.117,-4.75,104.25
liwa,2025,10,26.086,-5.25,104.25
kepahiang,2025,10,24.523,-3.75,102.75
pagar_alam,2025,11,23.387,-4.25,103.25
lahat,2025,11,27.731,-3.75,103.75
muaradua,2025,11,25.981,-4.75,104.25
liwa,2025,11,26.012,-5.25,104.25
kepahiang,2025,11,24.387,-3.75,102.75
pagar_alam,2025,12,23.105,-4.25,103.25
lahat,2025,12,27.324,-3.75,103.75
muaradua,2025,12,25.511,-4.75,104.25
liwa,2025,12,25.574,-5.25,104.25
kepahiang,2025,12,24.199,-3.75,102.75
pagar_alam,2026,1,22.847,-4.25,103.25
lahat,2026,1,27.003,-3.75,103.75
muaradua,2026,1,25.097,-4.75,104.25
liwa,2026,1,25.097,-5.25,104.25
kepahiang,2026,1,24.253,-3.75,102.75
pagar_alam,2026,2,22.982,-4.25,103.25
lahat,2026,2,27.232,-3.75,103.75
muaradua,2026,2,25.232,-4.75,104.25
liwa,2026,2,25.232,-5.25,104.25
kepahiang,2026,2,24.294,-3.75,102.75
pagar_alam,2026,3,23.617,-4.25,103.25
lahat,2026,3,27.898,-3.75,103.75
muaradua,2026,3,25.96,-4.75,104.25
liwa,2026,3,25.96,-5.25,104.25
kepahiang,2026,3,24.835,-3.75,102.75
pagar_alam,2026,4,23.833,-4.25,103.25
lahat,2026,4,28.145,-3.75,103.75
muaradua,2026,4,26.208,-4.75,104.25
liwa,2026,4,26.177,-5.25,104.25
kepahiang,2026,4,25.145,-3.75,102.75
pagar_alam,2026,5,23.74,-4.25,103.25
lahat,2026,5,28.146,-3.75,103.75
muaradua,2026,5,26.209,-4.75,104.25
liwa,2026,5,26.178,-5.25,104.25
kepahiang,2026,5,25.084,-3.75,102.75
pagar_alam,2026,6,23.777,-4.25,103.25
lahat,2026,6,27.995,-3.75,103.75
muaradua,2026,6,26.089,-4.75,104.25
liwa,2026,6,26.027,-5.25,104.25
kepahiang,2026,6,24.87,-3.75,102.75
pagar_alam,2026,7,23.551,-4.25,103.25
lahat,2026,7,27.614,-3.75,103.75
muaradua,2026,7,25.614,-4.75,104.25
liwa,2026,7,25.551,-5.25,104.25
kepahiang,2026,7,24.583,-3.75,102.75
pagar_alam,2026,8,24.295,-4.25,103.25
lahat,2026,8,28.264,-3.75,103.75
muaradua,2026,8,26.389,-4.75,104.25
liwa,2026,8,26.357,-5.25,104.25
kepahiang,2026,8,24.951,-3.75,102.75
