town,date,precip_mm,grid_lat,grid_lon
lahat,2019-09-27,0.299,-3.75,103.75
muaradua,2019-09-27,0.0,-4.75,104.25
liwa,2019-09-27,0.0,-5.25,104.25
kepahiang,2019-09-27,1.137,-3.75,102.75
pagar_alam,2019-09-28,0.0,-4.25,103.25
lahat,2019-09-28,0.202,-3.75,103.75
muaradua,2019-09-28,0.0,-4.75,104.25
liwa,2019-09-28,0.0,-5.25,104.25
kepahiang,2019-09-28,0.037,-3.75,102.75
pagar_alam,2019-09-29,25.43,-4.25,103.25
lahat,2019-09-29,13.245,-3.75,103.75
muaradua,2019-09-29,1.676,-4.75,104.25
liwa,2019-09-29,0.356,-5.25,104.25
kepahiang,2019-09-29,26.693,-3.75,102.75
pagar_alam,2019-09-30,0.189,-4.25,103.25
lahat,2019-09-30,0.039,-3.75,103.75
muaradua,2019-09-30,0.0,-4.75,104.25
liwa,2019-09-30,0.0,-5.25,104.25
kepahiang,2019-09-30,0.311,-3.75,102.75
pagar_alam,2019-10-01,0.0,-4.25,103.25
lahat,2019-10-01,0.0,-3.75,103.75
muaradua,2019-10-01,0.0,-4.75,104.25
liwa,2019-10-01,0.0,-5.25,104.25
kepahiang,2019-10-01,0.0,-3.75,102.75
pagar_alam,2019-10-02,0.918,-4.25,103.25
lahat,2019-10-02,0.589,-3.75,103.75
muaradua,2019-10-02,0.0,-4.75,104.25
liwa,2019-10-02,0.0,-5.25,104.25
kepahiang,2019-10-02,1.076,-3.75,102.75
pagar_alam,2019-10-03,1.82,-4.25,103.25
lahat,2019-10-03,0.373,-3.75,103.75
muaradua,2019-10-03,0.0,-4.75,104.25
liwa,2019-10-03,0.0,-5.25,104.25
kepahiang,2019-10-03,1.909,-3.75,102.75
pagar_alam,2019-10-04,0.0,-4.25,103.25
lahat,2019-10-04,0.0,-3.75,103.75
muaradua,2019-10-04,0.0,-4.75,104.25
liwa,2019-10-04,0.0,-5.25,104.25
kepahiang,2019-10-04,0.0,-3.75,102.75
pagar_alam,2019-10-05,0.1,-4.25,103.25
lahat,2019-10-05,0.021,-3.75,103.75
muaradua,2019-10-05,0.262,-4.75,104.25
liwa,2019-10-05,0.29,-5.25,104.25
kepahiang,2019-10-05,0.095,-3.75,102.75
pagar_alam,2019-10-06,0.0,-4.25,103.25
lahat,2019-10-06,0.199,-3.75,103.75
muaradua,2019-10-06,0.0,-4.75,104.25
liwa,2019-10-06,0.0,-5.25,104.25
kepahiang,2019-10-06,0.037,-3.75,102.75
pagar_alam,2019-10-07,0.894,-4.25,103.25
lahat,2019-10-07,1.182,-3.75,103.75
muaradua,2019-10-07,26.781,-4.75,104.25
liwa,2019-10-07,29.969,-5.25,104.25
kepahiang,2019-10-07,0.559,-3.75,102.75
pagar_alam,2019-10-08,0.942,-4.25,103.25
lahat,2019-10-08,0.192,-3.75,103.75
muaradua,2019-10-08,0.0,-4.75,104.25
liwa,2019-10-08,0.0,-5.25,104.25
kepahiang,2019-10-08,1.494,-3.75,102.75
pagar_alam,2019-10-09,4.57,-4.25,103.25
lahat,2019-10-09,2.046,-3.75,103.75
muaradua,2019-10-09,0.217,-4.75,104.25
liwa,2019-10-09,0.045,-5.25,104.25
kepahiang,2019-10-09,4.779,-3.75,102.75
pagar_alam,2019-10-10,1.064,-4.25,103.25
lahat,2019-10-10,0.949,-3.75,103.75
muaradua,2019-10-10,18.249,-4.75,104.25
liwa,2019-10-10,20.535,-5.25,104.25
kepahiang,2019-10-10,0.478,-3.75,102.75
pagar_alam,2019-10-11,1.826,-4.25,103.25
lahat,2019-10-11,0.375,-3.75,103.75
muaradua,2019-10-11,0.0,-4.75,104.25
liwa,2019-10-11,0.0,-5.25,104.25
kepahiang,2019-10-11,1.911,-3.75,102.75
pagar_alam,2019-10-12,0.271,-4.25,103.25
lahat,2019-10-12,0.056,-3.75,103.75
muaradua,2019-10-12,0.0,-4.75,104.25
liwa,2019-10-12,0.0,-5.25,104.25
kepahiang,2019-10-12,0.285,-3.75,102.75
pagar_alam,2019-10-13,0.0,-4.25,103.25
lahat,2019-10-13,0.0,-3.75,103.75
muaradua,2019-10-13,0.0,-4.75,104.25
liwa,2019-10-13,0.0,-5.25,104.25
kepahiang,2019-10-13,0.0,-3.75,102.75
pagar_alam,2019-10-14,0.0,-4.25,103.25
lahat,2019-10-14,0.0,-3.75,103.75
muaradua,2019-10-14,0.0,-4.75,104.25
liwa,2019-10-14,0.0,-5.25,104.25
kepahiang,2019-10-14,0.0,-3.75,102.75
pagar_alam,2019-10-15,0.0,-4.25,103.25
lahat,2019-10-15,0.0,-3.75,103.75
muaradua,2019-10-15,0.0,-4.75,104.25
liwa,2019-10-15,0.0,-5.25,104.25
kepahiang,2019-10-15,0.0,-3.75,102.75
pagar_alam,2019-10-16,0.354,-4.25,103.25
lahat,2019-10-16,3.39,-3.75,103.75
muaradua,2019-10-16,0.432,-4.75,104.25
liwa,2019-10-16,0.023,-5.25,104.25
kepahiang,2019-10-16,0.821,-3.75,102.75
pagar_alam,2019-10-17,0.818,-4.25,103.25
lahat,2019-10-17,7.095,-3.75,103.75
muaradua,2019-10-17,1.132,-4.75,104.25
liwa,2019-10-17,0.056,-5.25,104.25
kepahiang,2019-10-17,0.379,-3.75,102.75
pagar_alam,2019-10-18,1.81,-4.25,103.25
lahat,2019-10-18,0.371,-3.75,103.75
muaradua,2019-10-18,0.0,-4.75,104.25
liwa,2019-10-18,0.0,-5.25,104.25
kepahiang,2019-10-18,1.997,-3.75,102.75
pagar_alam,2019-10-19,2.137,-4.25,103.25
lahat,2019-10-19,3.476,-3.75,103.75
muaradua,2019-10-19,0.567,-4.75,104.25
liwa,2019-10-19,0.052,-5.25,104.25
kepahiang,2019-10-19,2.07,-3.75,102.75
pagar_alam,2019-10-20,0.0,-4.25,103.25
lahat,2019-10-20,0.504,-3.75,103.75
muaradua,2019-10-20,0.0,-4.75,104.25
liwa,2019-10-20,0.0,-5.25,104.25
kepahiang,2019-10-20,0.131,-3.75,102.75
pagar_alam,2019-10-21,0.0,-4.25,103.25
lahat,2019-10-21,0.265,-3.75,103.75
muaradua,2019-10-21,0.0,-4.75,104.25
liwa,2019-10-21,0.0,-5.25,104.25
kepahiang,2019-10-21,0.065,-3.75,102.75
pagar_alam,2019-10-22,0.0,-4.25,103.25
lahat,2019-10-22,0.0,-3.75,103.75
muaradua,2019-10-22,0.0,-4.75,104.25
liwa,2019-10-22,0.0,-5.25,104.25
kepahiang,2019-10-22,0.0,-3.75,102.75
pagar_alam,2019-10-23,0.0,-4.25,103.25
lahat,2019-10-23,0.0,-3.75,103.75
muaradua,2019-10-23,0.0,-4.75,104.25
liwa,2019-10-23,0.0,-5.25,104.25
kepahiang,2019-10-23,0.0,-3.75,102.75
pagar_alam,2019-10-24,0.0,-4.25,103.25
lahat,2019-10-24,0.0,-3.75,103.75
muaradua,2019-10-24,0.0,-4.75,104.25
liwa,2019-10-24,0.0,-5.25,104.25
kepahiang,2019-10-24,0.0,-3.75,102.75
pagar_alam,2019-10-25,8.275,-4.25,103.25
lahat,2019-10-25,4.224,-3.75,103.75
muaradua,2019-10-25,0.48,-4.75,104.25
liwa,2019-10-25,0.086,-5.25,104.25
kepahiang,2019-10-25,8.61,-3.75,102.75
pagar_alam,2019-10-26,0.271,-4.25,103.25
lahat,2019-10-26,0.059,-3.75,103.75
muaradua,2019-10-26,0.0,-4.75,104.25
liwa,2019-10-26,0.0,-5.25,104.25
kepahiang,2019-10-26,0.288,-3.75,102.75
pagar_alam,2019-10-27,6.256,-4.25,103.25
lahat,2019-10-27,2.857,-3.75,103.75
muaradua,2019-10-27,0.375,-4.75,104.25
liwa,2019-10-27,0.1,-5.25,104.25
kepahiang,2019-10-27,6.626,-3.75,102.75
pagar_alam,2019-10-28,1.761,-4.25,103.25
lahat,2019-10-28,16.243,-3.75,103.75
muaradua,2019-10-28,2.501,-4.75,104.25
liwa,2019-10-28,0.105,-5.25,104.25
kepahiang,2019-10-28,0.369,-3.75,102.75
pagar_alam,2019-10-29,0.063,-4.25,103.25
lahat,2019-10-29,0.728,-3.75,103.75
muaradua,2019-10-29,0.0,-4.75,104.25
liwa,2019-10-29,0.0,-5.25,104.25
kepahiang,2019-10-29,1.186,-3.75,102.75
pagar_alam,2019-10-30,0.0,-4.25,103.25
lahat,2019-10-30,0.326,-3.75,103.75
muaradua,2019-10-30,0.0,-4.75,104.25
liwa,2019-10-30,0.0,-5.25,104.25
kepahiang,2019-10-30,0.06,-3.75,102.75
pagar_alam,2019-10-31,0.0,-4.25,103.25
lahat,2019-10-31,0.318,-3.75,103.75
muaradua,2019-10-31,0.0,-4.75,104.25
liwa,2019-10-31,0.0,-5.25,104.25
kepahiang,2019-10-31,0.056,-3.75,102.75
pagar_alam,2019-11-01,0.0,-4.25,103.25
lahat,2019-11-01,0.0,-3.75,103.75
muaradua,2019-11-01,0.0,-4.75,104.25
liwa,2019-11-01,0.0,-5.25,104.25
kepahiang,2019-11-01,0.0,-3.75,102.75
pagar_alam,2019-11-02,1.338,-4.25,103.25
lahat,2019-11-02,10.622,-3.75,103.75
muaradua,2019-11-02,1.859,-4.75,104.25
liwa,2019-11-02,0.112,-5.25,104.25
kepahiang,2019-11-02,0.299,-3.75,102.75
pagar_alam,2019-11-03,0.0,-4.25,103.25
lahat,2019-11-03,0.0,-3.75,103.75
muaradua,2019-11-03,0.0,-4.75,104.25
liwa,2019-11-03,0.0,-5.25,104.25
kepahiang,2019-11-03,0.0,-3.75,102.75
pagar_alam,2019-11-04,0.0,-4.25,103.25
lahat,2019-11-04,0.0,-3.75,103.75
muaradua,2019-11-04,0.045,-4.75,104.25
liwa,2019-11-04,0.292,-5.25,104.25
kepahiang,2019-11-04,0.0,-3.75,102.75
pagar_alam,2019-11-05,0.0,-4.25,103.25
lahat,2019-11-05,0.0,-3.75,103.75
muaradua,2019-11-05,0.0,-4.75,104.25
liwa,2019-11-05,0.071,-5.25,104.25
kepahiang,2019-11-05,0.0,-3.75,102.75
pagar_alam,2019-11-06,0.0,-4.25,103.25
lahat,2019-11-06,0.0,-3.75,103.75
muaradua,2019-11-06,0.0,-4.75,104.25
liwa,2019-11-06,0.0,-5.25,104.25
kepahiang,2019-11-06,0.0,-3.75,102.75
pagar_alam,2019-11-07,0.0,-4.25,103.25
lahat,2019-11-07,0.0,-3.75,103.75
muaradua,2019-11-07,0.0,-4.75,104.25
liwa,2019-11-07,0.0,-5.25,104.25
kepahiang,2019-11-07,0.0,-3.75,102.75
pagar_alam,2019-11-08,0.0,-4.25,103.25
lahat,2019-11-08,0.0,-3.75,103.75
muaradua,2019-11-08,0.0,-4.75,104.25
liwa,2019-11-08,0.0,-5.25,104.25
kepahiang,2019-11-08,0.0,-3.75,102.75
pagar_alam,2019-11-09,0.0,-4.25,103.25
lahat,2019-11-09,0.0,-3.75,103.75
muaradua,2019-11-09,0.0,-4.75,104.25
liwa,2019-11-09,0.0,-5.25,104.25
kepahiang,2019-11-09,0.0,-3.75,102.75
pagar_alam,2019-11-10,0.0,-4.25,103.25
lahat,2019-11-10,0.24,-3.75,103.75
muaradua,2019-11-10,0.0,-4.75,104.25
liwa,2019-11-10,0.0,-5.25,104.25
kepahiang,2019-11-10,0.2,-3.75,102.75
pagar_alam,2019-11-11,0.0,-4.25,103.25
lahat,2019-11-11,0.0,-3.75,103.75
muaradua,2019-11-11,0.0,-4.75,104.25
liwa,2019-11-11,0.0,-5.25,104.25
kepahiang,2019-11-11,0.0,-3.75,102.75
pagar_alam,2019-11-12,0.0,-4.25,103.25
lahat,2019-11-12,0.0,-3.75,103.75
muaradua,2019-11-12,0.0,-4.75,104.25
liwa,2019-11-12,0.0,-5.25,104.25
kepahiang,2019-11-12,0.0,-3.75,102.75
pagar_alam,2019-11-13,6.707,-4.25,103.25
lahat,2019-11-13,3.626,-3.75,103.75
muaradua,2019-11-13,9.148,-4.75,104.25
liwa,2019-11-13,10.159,-5.25,104.25
kepahiang,2019-11-13,6.699,-3.75,102.75
pagar_alam,2019-11-14,10.489,-4.25,103.25
lahat,2019-11-14,22.319,-3.75,103.75
muaradua,2019-11-14,10.352,-4.75,104.25
liwa,2019-11-14,8.38,-5.25,104.25
kepahiang,2019-11-14,9.032,-3.75,102.75
pagar_alam,2019-11-15,0.0,-4.25,103.25
lahat,2019-11-15,0.498,-3.75,103.75
muaradua,2019-11-15,0.0,-4.75,104.25
liwa,2019-11-15,0.0,-5.25,104.25
kepahiang,2019-11-15,0.094,-3.75,102.75
pagar_alam,2019-11-16,0.0,-4.25,103.25
lahat,2019-11-16,0.0,-3.75,103.75
muaradua,2019-11-16,0.0,-4.75,104.25
liwa,2019-11-16,0.0,-5.25,104.25
kepahiang,2019-11-16,0.0,-3.75,102.75
pagar_alam,2019-11-17,0.0,-4.25,103.25
lahat,2019-11-17,0.0,-3.75,103.75
muaradua,2019-11-17,0.0,-4.75,104.25
liwa,2019-11-17,0.0,-5.25,104.25
kepahiang,2019-11-17,0.0,-3.75,102.75
pagar_alam,2019-11-18,36.649,-4.25,103.25
lahat,2019-11-18,17.534,-3.75,103.75
muaradua,2019-11-18,1.919,-4.75,104.25
liwa,2019-11-18,0.372,-5.25,104.25
kepahiang,2019-11-18,38.256,-3.75,102.75
pagar_alam,2019-11-19,2.332,-4.25,103.25
lahat,2019-11-19,21.404,-3.75,103.75
muaradua,2019-11-19,3.074,-4.75,104.25
liwa,2019-11-19,0.109,-5.25,104.25
kepahiang,2019-11-19,1.006,-3.75,102.75
pagar_alam,2019-11-20,1.872,-4.25,103.25
lahat,2019-11-20,0.964,-3.75,103.75
muaradua,2019-11-20,0.0,-4.75,104.25
liwa,2019-11-20,0.0,-5.25,104.25
kepahiang,2019-11-20,2.883,-3.75,102.75
pagar_alam,2019-11-21,0.466,-4.25,103.25
lahat,2019-11-21,4.391,-3.75,103.75
muaradua,2019-11-21,0.647,-4.75,104.25
liwa,2019-11-21,0.055,-5.25,104.25
kepahiang,2019-11-21,0.47,-3.75,102.75
pagar_alam,2019-11-22,0.718,-4.25,103.25
lahat,2019-11-22,6.508,-3.75,103.75
muaradua,2019-11-22,1.03,-4.75,104.25
liwa,2019-11-22,0.135,-5.25,104.25
kepahiang,2019-11-22,0.183,-3.75,102.75
pagar_alam,2019-11-23,9.143,-4.25,103.25
lahat,2019-11-23,28.76,-3.75,103.75
muaradua,2019-11-23,4.496,-4.75,104.25
liwa,2019-11-23,0.273,-5.25,104.25
kepahiang,2019-11-23,7.296,-3.75,102.75
pagar_alam,2019-11-24,2.761,-4.25,103.25
lahat,2019-11-24,0.57,-3.75,103.75
muaradua,2019-11-24,0.0,-4.75,104.25
liwa,2019-11-24,0.0,-5.25,104.25
kepahiang,2019-11-24,3.714,-3.75,102.75
pagar_alam,2019-11-25,0.042,-4.25,103.25
lahat,2019-11-25,0.0,-3.75,103.75
muaradua,2019-11-25,0.0,-4.75,104.25
liwa,2019-11-25,0.0,-5.25,104.25
kepahiang,2019-11-25,0.676,-3.75,102.75
pagar_alam,2019-11-26,0.0,-4.25,103.25
lahat,2019-11-26,0.0,-3.75,103.75
muaradua,2019-11-26,0.0,-4.75,104.25
liwa,2019-11-26,0.0,-5.25,104.25
kepahiang,2019-11-26,0.0,-3.75,102.75
pagar_alam,2019-11-27,0.15,-4.25,103.25
lahat,2019-11-27,0.182,-3.75,103.75
muaradua,2019-11-27,4.314,-4.75,104.25
liwa,2019-11-27,4.831,-5.25,104.25
kepahiang,2019-11-27,0.0,-3.75,102.75
pagar_alam,2019-11-28,0.0,-4.25,103.25
lahat,2019-11-28,0.119,-3.75,103.75
muaradua,2019-11-28,0.0,-4.75,104.25
liwa,2019-11-28,0.0,-5.25,104.25
kepahiang,2019-11-28,0.023,-3.75,102.75
pagar_alam,2019-11-29,0.127,-4.25,103.25
lahat,2019-11-29,0.29,-3.75,103.75
muaradua,2019-11-29,3.427,-4.75,104.25
liwa,2019-11-29,3.85,-5.25,104.25
kepahiang,2019-11-29,0.026,-3.75,102.75
pagar_alam,2019-11-30,0.076,-4.25,103.25
lahat,2019-11-30,0.0,-3.75,103.75
muaradua,2019-11-30,0.143,-4.75,104.25
liwa,2019-11-30,0.655,-5.25,104.25
kepahiang,2019-11-30,0.094,-3.75,102.75
pagar_alam,2019-12-01,24.845,-4.25,103.25
lahat,2019-12-01,12.054,-3.75,103.75
muaradua,2019-12-01,1.591,-4.75,104.25
liwa,2019-12-01,0.463,-5.25,104.25
kepahiang,2019-12-01,26.553,-3.75,102.75
pagar_alam,2019-12-02,18.02,-4.25,103.25
lahat,2019-12-02,9.189,-3.75,103.75
muaradua,2019-12-02,1.011,-4.75,104.25
liwa,2019-12-02,0.246,-5.25,104.25
kepahiang,2019-12-02,19.406,-3.75,102.75
pagar_alam,2019-12-03,4.534,-4.25,103.25
lahat,2019-12-03,0.929,-3.75,103.75
muaradua,2019-12-03,0.266,-4.75,104.25
liwa,2019-12-03,0.246,-5.25,104.25
kepahiang,2019-12-03,4.885,-3.75,102.75
pagar_alam,2019-12-04,12.731,-4.25,103.25
lahat,2019-12-04,5.738,-3.75,103.75
muaradua,2019-12-04,0.65,-4.75,104.25
liwa,2019-12-04,0.21,-5.25,104.25
kepahiang,2019-12-04,13.354,-3.75,102.75
pagar_alam,2019-12-05,9.868,-4.25,103.25
lahat,2019-12-05,34.811,-3.75,103.75
muaradua,2019-12-05,5.257,-4.75,104.25
liwa,2019-12-05,0.277,-5.25,104.25
kepahiang,2019-12-05,7.426,-3.75,102.75
pagar_alam,2019-12-06,2.99,-4.25,103.25
lahat,2019-12-06,10.637,-3.75,103.75
muaradua,2019-12-06,2.533,-4.75,104.25
liwa,2019-12-06,1.42,-5.25,104.25
kepahiang,2019-12-06,3.501,-3.75,102.75
pagar_alam,2019-12-07,19.253,-4.25,103.25
lahat,2019-12-07,9.011,-3.75,103.75
muaradua,2019-12-07,1.07,-4.75,104.25
liwa,2019-12-07,0.349,-5.25,104.25
kepahiang,2019-12-07,22.893,-3.75,102.75
pagar_alam,2019-12-08,0.675,-4.25,103.25
lahat,2019-12-08,0.736,-3.75,103.75
muaradua,2019-12-08,16.407,-4.75,104.25
liwa,2019-12-08,18.363,-5.25,104.25
kepahiang,2019-12-08,0.376,-3.75,102.75
pagar_alam,2019-12-09,0.264,-4.25,103.25
lahat,2019-12-09,2.209,-3.75,103.75
muaradua,2019-12-09,1.203,-4.75,104.25
liwa,2019-12-09,0.985,-5.25,104.25
kepahiang,2019-12-09,0.138,-3.75,102.75
pagar_alam,2019-12-10,0.356,-4.25,103.25
lahat,2019-12-10,3.273,-3.75,103.75
muaradua,2019-12-10,0.5,-4.75,104.25
liwa,2019-12-10,0.025,-5.25,104.25
kepahiang,2019-12-10,0.104,-3.75,102.75
pagar_alam,2019-12-11,0.191,-4.25,103.25
lahat,2019-12-11,0.501,-3.75,103.75
muaradua,2019-12-11,1.803,-4.75,104.25
liwa,2019-12-11,1.977,-5.25,104.25
kepahiang,2019-12-11,1.694,-3.75,102.75
pagar_alam,2019-12-12,0.61,-4.25,103.25
lahat,2019-12-12,5.504,-3.75,103.75
muaradua,2019-12-12,0.851,-4.75,104.25
liwa,2019-12-12,0.073,-5.25,104.25
kepahiang,2019-12-12,0.385,-3.75,102.75
pagar_alam,2019-12-13,1.222,-4.25,103.25
lahat,2019-12-13,6.109,-3.75,103.75
muaradua,2019-12-13,16.401,-4.75,104.25
liwa,2019-12-13,17.433,-5.25,104.25
kepahiang,2019-12-13,0.234,-3.75,102.75
pagar_alam,2019-12-14,0.515,-4.25,103.25
lahat,2019-12-14,0.283,-3.75,103.75
muaradua,2019-12-14,3.391,-4.75,104.25
liwa,2019-12-14,3.823,-5.25,104.25
kepahiang,2019-12-14,1.685,-3.75,102.75
pagar_alam,2019-12-15,1.018,-4.25,103.25
lahat,2019-12-15,1.437,-3.75,103.75
muaradua,2019-12-15,0.0,-4.75,104.25
liwa,2019-12-15,0.0,-5.25,104.25
kepahiang,2019-12-15,0.978,-3.75,102.75
pagar_alam,2019-12-16,0.057,-4.25,103.25
lahat,2019-12-16,0.425,-3.75,103.75
muaradua,2019-12-16,0.5,-4.75,104.25
liwa,2019-12-16,0.482,-5.25,104.25
kepahiang,2019-12-16,0.156,-3.75,102.75
pagar_alam,2019-12-17,1.219,-4.25,103.25
lahat,2019-12-17,2.231,-3.75,103.75
muaradua,2019-12-17,5.575,-4.75,104.25
liwa,2019-12-17,5.952,-5.25,104.25
kepahiang,2019-12-17,0.997,-3.75,102.75
pagar_alam,2019-12-18,7.205,-4.25,103.25
lahat,2019-12-18,72.269,-3.75,103.75
muaradua,2019-12-18,12.118,-4.75,104.25
liwa,2019-12-18,2.358,-5.25,104.25
kepahiang,2019-12-18,1.656,-3.75,102.75
pagar_alam,2019-12-19,5.52,-4.25,103.25
lahat,2019-12-19,2.455,-3.75,103.75
muaradua,2019-12-19,0.242,-4.75,104.25
liwa,2019-12-19,0.049,-5.25,104.25
kepahiang,2019-12-19,5.752,-3.75,102.75
pagar_alam,2019-12-20,0.822,-4.25,103.25
lahat,2019-12-20,4.643,-3.75,103.75
muaradua,2019-12-20,0.643,-4.75,104.25
liwa,2019-12-20,0.025,-5.25,104.25
kepahiang,2019-12-20,0.907,-3.75,102.75
pagar_alam,2019-12-21,20.983,-4.25,103.25
lahat,2019-12-21,39.525,-3.75,103.75
muaradua,2019-12-21,13.481,-4.75,104.25
liwa,2019-12-21,9.243,-5.25,104.25
kepahiang,2019-12-21,19.086,-3.75,102.75
pagar_alam,2019-12-22,3.668,-4.25,103.25
lahat,2019-12-22,2.004,-3.75,103.75
muaradua,2019-12-22,0.228,-4.75,104.25
liwa,2019-12-22,0.462,-5.25,104.25
kepahiang,2019-12-22,4.273,-3.75,102.75
pagar_alam,2019-12-23,0.05,-4.25,103.25
lahat,2019-12-23,0.0,-3.75,103.75
muaradua,2019-12-23,1.763,-4.75,104.25
liwa,2019-12-23,1.951,-5.25,104.25
kepahiang,2019-12-23,0.139,-3.75,102.75
pagar_alam,2019-12-24,10.371,-4.25,103.25
lahat,2019-12-24,15.116,-3.75,103.75
muaradua,2019-12-24,2.806,-4.75,104.25
liwa,2019-12-24,1.089,-5.25,104.25
kepahiang,2019-12-24,11.337,-3.75,102.75
pagar_alam,2019-12-25,7.517,-4.25,103.25
lahat,2019-12-25,4.91,-3.75,103.75
muaradua,2019-12-25,1.435,-4.75,104.25
liwa,2019-12-25,1.048,-5.25,104.25
kepahiang,2019-12-25,7.743,-3.75,102.75
pagar_alam,2019-12-26,6.173,-4.25,103.25
lahat,2019-12-26,58.649,-3.75,103.75
muaradua,2019-12-26,27.608,-4.75,104.25
liwa,2019-12-26,21.778,-5.25,104.25
kepahiang,2019-12-26,2.333,-3.75,102.75
pagar_alam,2019-12-27,0.195,-4.25,103.25
lahat,2019-12-27,1.674,-3.75,103.75
muaradua,2019-12-27,1.146,-4.75,104.25
liwa,2019-12-27,1.357,-5.25,104.25
kepahiang,2019-12-27,0.621,-3.75,102.75
pagar_alam,2019-12-28,2.322,-4.25,103.25
lahat,2019-12-28,2.895,-3.75,103.75
muaradua,2019-12-28,79.343,-4.75,104.25
liwa,2019-12-28,89.78,-5.25,104.25
kepahiang,2019-12-28,0.114,-3.75,102.75
pagar_alam,2019-12-29,0.259,-4.25,103.25
lahat,2019-12-29,0.903,-3.75,103.75
muaradua,2019-12-29,7.097,-4.75,104.25
liwa,2019-12-29,7.866,-5.25,104.25
kepahiang,2019-12-29,0.029,-3.75,102.75
pagar_alam,2019-12-30,39.134,-4.25,103.25
lahat,2019-12-30,19.399,-3.75,103.75
muaradua,2019-12-30,17.766,-4.75,104.25
liwa,2019-12-30,17.881,-5.25,104.25
kepahiang,2019-12-30,40.426,-3.75,102.75
pagar_alam,2019-12-31,62.763,-4.25,103.25
lahat,2019-12-31,29.093,-3.75,103.75
muaradua,2019-12-31,52.125,-4.75,104.25
liwa,2019-12-31,55.207,-5.25,104.25
kepahiang,2019-12-31,65.088,-3.75,102.75
pagar_alam,2020-01-01,0.203,-4.25,103.25
lahat,2020-01-01,0.184,-3.75,103.75
muaradua,2020-01-01,0.921,-4.75,104.25
liwa,2020-01-01,1.337,-5.25,104.25
kepahiang,2020-01-01,0.204,-3.75,102.75
pagar_alam,2020-01-02,0.234,-4.25,103.25
lahat,2020-01-02,0.527,-3.75,103.75
muaradua,2020-01-02,7.894,-4.75,104.25
liwa,2020-01-02,8.794,-5.25,104.25
kepahiang,2020-01-02,0.185,-3.75,102.75
pagar_alam,2020-01-03,16.72,-4.25,103.25
lahat,2020-01-03,8.078,-3.75,103.75
muaradua,2020-01-03,5.232,-4.75,104.25
liwa,2020-01-03,5.226,-5.25,104.25
kepahiang,2020-01-03,17.269,-3.75,102.75
pagar_alam,2020-01-04,3.588,-4.25,103.25
lahat,2020-01-04,4.264,-3.75,103.75
muaradua,2020-01-04,99.719,-4.75,104.25
liwa,2020-01-04,113.866,-5.25,104.25
kepahiang,2020-01-04,0.193,-3.75,102.75
pagar_alam,2020-01-05,0.48,-4.25,103.25
lahat,2020-01-05,4.306,-3.75,103.75
muaradua,2020-01-05,0.746,-4.75,104.25
liwa,2020-01-05,0.456,-5.25,104.25
kepahiang,2020-01-05,0.192,-3.75,102.75
pagar_alam,2020-01-06,0.571,-4.25,103.25
lahat,2020-01-06,1.677,-3.75,103.75
muaradua,2020-01-06,17.859,-4.75,104.25
liwa,2020-01-06,19.626,-5.25,104.25
kepahiang,2020-01-06,0.157,-3.75,102.75
pagar_alam,2020-01-07,0.0,-4.25,103.25
lahat,2020-01-07,0.0,-3.75,103.75
muaradua,2020-01-07,0.0,-4.75,104.25
liwa,2020-01-07,0.0,-5.25,104.25
kepahiang,2020-01-07,0.219,-3.75,102.75
pagar_alam,2020-01-08,3.074,-4.25,103.25
lahat,2020-01-08,4.022,-3.75,103.75
muaradua,2020-01-08,2.301,-4.75,104.25
liwa,2020-01-08,2.322,-5.25,104.25
kepahiang,2020-01-08,2.931,-3.75,102.75
pagar_alam,2020-01-09,22.75,-4.25,103.25
lahat,2020-01-09,13.544,-3.75,103.75
muaradua,2020-01-09,11.172,-4.75,104.25
liwa,2020-01-09,11.652,-5.25,104.25
kepahiang,2020-01-09,23.177,-3.75,102.75
pagar_alam,2020-01-10,26.549,-4.25,103.25
lahat,2020-01-10,16.265,-3.75,103.75
muaradua,2020-01-10,8.721,-4.75,104.25
liwa,2020-01-10,8.131,-5.25,104.25
kepahiang,2020-01-10,27.213,-3.75,102.75
pagar_alam,2020-01-11,11.94,-4.25,103.25
lahat,2020-01-11,5.385,-3.75,103.75
muaradua,2020-01-11,2.311,-4.75,104.25
liwa,2020-01-11,2.092,-5.25,104.25
kepahiang,2020-01-11,12.427,-3.75,102.75
pagar_alam,2020-01-12,18.884,-4.25,103.25
lahat,2020-01-12,13.908,-3.75,103.75
muaradua,2020-01-12,33.732,-4.75,104.25
liwa,2020-01-12,36.081,-5.25,104.25
kepahiang,2020-01-12,18.243,-3.75,102.75
pagar_alam,2020-01-13,0.501,-4.25,103.25
lahat,2020-01-13,0.577,-3.75,103.75
muaradua,2020-01-13,10.945,-4.75,104.25
liwa,2020-01-13,12.617,-5.25,104.25
kepahiang,2020-01-13,0.0,-3.75,102.75
pagar_alam,2020-01-14,0.319,-4.25,103.25
lahat,2020-01-14,2.34,-3.75,103.75
muaradua,2020-01-14,4.731,-4.75,104.25
liwa,2020-01-14,4.983,-5.25,104.25
kepahiang,2020-01-14,0.045,-3.75,102.75
pagar_alam,2020-01-15,6.304,-4.25,103.25
lahat,2020-01-15,7.762,-3.75,103.75
muaradua,2020-01-15,12.432,-4.75,104.25
liwa,2020-01-15,12.846,-5.25,104.25
kepahiang,2020-01-15,5.853,-3.75,102.75
