period,arabica,robusta,source,i_cip,colombian_milds,brazilian_naturals,ratio,spread,blend,year,cy
2025-04,392.91,246.55,"IMF PCPS (PCOFFOTM, PCOFFROB)",335.76,394.14,378.27,1.5936321233015616,146.36,334.366,2025,2024
2025-05,397.59,237.3,"IMF PCPS (PCOFFOTM, PCOFFROB)",334.41,395.59,380.02,1.675474083438685,160.28999999999996,333.474,2025,2024
2025-06,363.16,196.21,"IMF PCPS (PCOFFOTM, PCOFFROB)",295.06,360.08,338.53,1.8508740635033893,166.95000000000002,296.38,2025,2024
2025-07,316.73,167.17,"IMF PCPS (PCOFFOTM, PCOFFROB)",,322.37,297.04,1.8946581324400313,149.56000000000003,256.906,2025,2024
2025-08,365.69,198.86,"IMF PCPS (PCOFFOTM, PCOFFROB)",297.05,366.72,336.88,1.8389319118978174,166.82999999999998,298.95799999999997,2025,2024
2025-09,399.55,210.84,"IMF PCPS (PCOFFOTM, PCOFFROB)",324.62,403.77,374.91,1.8950388920508443,188.71,324.06600000000003,2025,2024
2025-10,403.79,215.06,ICO Coffee Market Report (Aug-2026 vintage),326.38,403.25,373.47,1.8775690504975358,188.73000000000002,328.298,2025,2025
2025-11,410.31,214.91,ICO Coffee Market Report (Aug-2026 vintage),330.44,408.75,380.17,1.909217812107394,195.4,332.15,2025,2025
2025-12,381.14,190.53,ICO Coffee Market Report (Aug-2026 vintage),304.68,382.32,355.38,2.0004198813835092,190.60999999999999,304.896,2025,2025
2026-01,363.94,192.52,ICO Coffee Market Report (Aug-2026 vintage),296.89,371.59,343.77,1.890400997298982,171.42,295.372,2026,2025
2026-02,321.35,179.73,ICO Coffee Market Report (Aug-2026 vintage),267.57,330.89,308.62,1.7879597173538087,141.62000000000003,264.702,2026,2025
2026-03,334.34,176.77,ICO Coffee Market Report (Aug-2026 vintage),273.7,337.45,320.51,1.891384284663687,157.56999999999996,271.312,2026,2025
2026-04,331.22,164.64,ICO Coffee Market Report (Aug-2026 vintage),266.24,334.56,313.76,2.0117832847424686,166.58000000000004,264.58799999999997,2026,2025
2026-05,315.42,166.51,ICO Coffee Market Report (Aug-2026 vintage),256.05,323.45,293.73,1.894300642604048,148.91000000000003,255.856,2026,2025
2026-06,307.83,169.39,ICO Coffee Market Report (Aug-2026 vintage),248.9,324.6,272.01,1.8172855540468742,138.44,252.45399999999998,2026,2025
2026-07,358.65,184.78,ICO Coffee Market Report (Aug-2026 vintage),287.26,383.39,320.69,1.9409568135079553,173.86999999999998,289.102,2026,2025
2026-08,361.31,180.63,ICO Coffee Market Report (Aug-2026 vintage),287.29,387.46,322.24,2.0002768089464653,180.68,289.038,2026,2025
