country,source,variable,series,unit,crop_year,year,value
Indonesia,USDA,trees,Trees total,million trees,2007/2008,2007,1390.0
Indonesia,USDA,trees,Trees total,million trees,2008/2009,2008,1580.0
Indonesia,USDA,trees,Trees total,million trees,2009/2010,2009,1660.0
Indonesia,USDA,trees,Trees total,million trees,2010/2011,2010,1335.0
Indonesia,USDA,trees,Trees total,million trees,2011/2012,2011,1320.0
Indonesia,USDA,trees,Trees total,million trees,2012/2013,2012,1218.0
Indonesia,USDA,trees,Trees total,million trees,2013/2014,2013,1204.0
Indonesia,USDA,trees,Trees total,million trees,2014/2015,2014,1172.0
Indonesia,USDA,trees,Trees total,million trees,2015/2016,2015,1175.0
Indonesia,USDA,trees,Trees total,million trees,2016/2017,2016,1175.0
Indonesia,USDA,trees,Trees total,million trees,2017/2018,2017,1175.0
Indonesia,USDA,trees,Trees total,million trees,2018/2019,2018,1175.0
Indonesia,USDA,trees,Trees total,million trees,2019/2020,2019,1175.0
Indonesia,USDA,trees,Trees total,million trees,2020/2021,2020,1175.0
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2004/2005,2004,9.1351
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2005/2006,2005,11.4545
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2006/2007,2006,8.5
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2007/2008,2007,8.4211
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2008/2009,2008,10.5263
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2009/2010,2009,8.75
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2010/2011,2010,8.0043
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2011/2012,2011,7.2174
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2012/2013,2012,10.0847
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2013/2014,2013,9.9167
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2014/2015,2014,8.725
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2015/2016,2015,10.0833
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2016/2017,2016,8.8333
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2017/2018,2017,8.6667
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2018/2019,2018,8.8333
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2019/2020,2019,8.9167
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2020/2021,2020,8.9167
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2021/2022,2021,8.8167
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2022/2023,2022,8.9167
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2023/2024,2023,6.7917
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2024/2025,2024,8.9167
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2025/2026,2025,10.3083
Indonesia,USDA,yield,Yield (production / bearing area),bags/ha,2026/2027,2026,9.4833
Indonesia,USDA,production,Production (BPS),1000 t,2004/2005,2004,647.0
Indonesia,USDA,production,Production (BPS),1000 t,2005/2006,2005,640.0
Indonesia,USDA,production,Production (BPS),1000 t,2006/2007,2006,682.0
Indonesia,USDA,production,Production (BPS),1000 t,2007/2008,2007,676.0
Indonesia,USDA,production,Production (BPS),1000 t,2008/2009,2008,698.0
Indonesia,USDA,production,Production (BPS),1000 t,2009/2010,2009,683.0
Indonesia,USDA,production,Production (BPS),1000 t,2010/2011,2010,687.0
Indonesia,USDA,production,Production (BPS),1000 t,2011/2012,2011,639.0
Indonesia,USDA,production,Production (BPS),1000 t,2012/2013,2012,691.0
Indonesia,USDA,production,Production (BPS),1000 t,2013/2014,2013,676.0
Indonesia,USDA,production,Production (BPS),1000 t,2014/2015,2014,644.0
Indonesia,USDA,production,Production (BPS),1000 t,2015/2016,2015,639.0
Indonesia,USDA,production,Production (BPS),1000 t,2016/2017,2016,664.0
Indonesia,USDA,production,Production (BPS),1000 t,2017/2018,2017,716.0
Indonesia,USDA,production,Production (BPS),1000 t,2018/2019,2018,756.0
Indonesia,USDA,production,Production (BPS),1000 t,2019/2020,2019,753.0
Indonesia,USDA,production,Production (BPS),1000 t,2020/2021,2020,762.0
Indonesia,USDA,production,Production (BPS),1000 t,2021/2022,2021,786.0
Indonesia,USDA,production,Production (BPS),1000 t,2022/2023,2022,775.0
Indonesia,USDA,production,Production (BPS),1000 t,2023/2024,2023,759.0
Indonesia,USDA,area,Area total (BPS),million ha,2004/2005,2004,1.304
Indonesia,USDA,area,Area total (BPS),million ha,2005/2006,2005,1.255
Indonesia,USDA,area,Area total (BPS),million ha,2006/2007,2006,1.309
Indonesia,USDA,area,Area total (BPS),million ha,2007/2008,2007,1.296
Indonesia,USDA,area,Area total (BPS),million ha,2008/2009,2008,1.295
Indonesia,USDA,area,Area total (BPS),million ha,2009/2010,2009,1.266
Indonesia,USDA,area,Area total (BPS),million ha,2010/2011,2010,1.21
Indonesia,USDA,area,Area total (BPS),million ha,2011/2012,2011,1.234
Indonesia,USDA,area,Area total (BPS),million ha,2012/2013,2012,1.235
Indonesia,USDA,area,Area total (BPS),million ha,2013/2014,2013,1.242
Indonesia,USDA,area,Area total (BPS),million ha,2014/2015,2014,1.23
Indonesia,USDA,area,Area total (BPS),million ha,2015/2016,2015,1.23
Indonesia,USDA,area,Area total (BPS),million ha,2016/2017,2016,1.246
Indonesia,USDA,area,Area total (BPS),million ha,2017/2018,2017,1.238
Indonesia,USDA,area,Area total (BPS),million ha,2018/2019,2018,1.253
Indonesia,USDA,area,Area total (BPS),million ha,2019/2020,2019,1.245
Indonesia,USDA,area,Area total (BPS),million ha,2020/2021,2020,1.25
Indonesia,USDA,area,Area total (BPS),million ha,2021/2022,2021,1.28
Indonesia,USDA,area,Area total (BPS),million ha,2022/2023,2022,1.266
Indonesia,USDA,area,Area total (BPS),million ha,2023/2024,2023,1.266
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,1995/1996,1995,3900.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,1996/1997,1996,5450.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,1997/1998,1997,6933.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,1998/1999,1998,7433.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,1999/2000,1999,10920.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2000/2001,2000,16216.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2001/2002,2001,12084.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2002/2003,2002,10917.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2003/2004,2003,14734.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2004/2005,2004,14117.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2005/2006,2005,13200.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2006/2007,2006,20770.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2007/2008,2007,17933.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2008/2009,2008,17529.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2009/2010,2009,18050.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2010/2011,2010,18867.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2011/2012,2011,25200.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2012/2013,2012,25600.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2013/2014,2013,28658.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2014/2015,2014,26350.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2015/2016,2015,27830.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2016/2017,2016,25600.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2017/2018,2017,28274.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2018/2019,2018,29336.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2019/2020,2019,30200.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2020/2021,2020,28050.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2021/2022,2021,30480.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2022/2023,2022,27300.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2023/2024,2023,26550.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2024/2025,2024,28000.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2025/2026,2025,30500.0
Vietnam,USDA,production,Production Robusta,1000 60-kg bags,2026/2027,2026,31400.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,1995/1996,1995,17.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,1996/1997,1996,50.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,1997/1998,1997,67.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,1998/1999,1998,67.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,1999/2000,1999,90.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2000/2001,2000,117.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2001/2002,2001,166.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2002/2003,2002,250.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2003/2004,2003,266.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2004/2005,2004,383.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2005/2006,2005,300.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2006/2007,2006,49.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2007/2008,2007,400.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2008/2009,2008,480.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2009/2010,2009,450.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2010/2011,2010,600.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2011/2012,2011,800.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2012/2013,2012,900.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2013/2014,2013,1175.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2014/2015,2014,1050.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2015/2016,2015,1100.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2016/2017,2016,1100.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2017/2018,2017,1026.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2018/2019,2018,1064.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2019/2020,2019,1100.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2020/2021,2020,950.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2021/2022,2021,1100.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2022/2023,2022,900.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2023/2024,2023,1000.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2024/2025,2024,1100.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2025/2026,2025,1200.0
Vietnam,USDA,production,Production Arabica,1000 60-kg bags,2026/2027,2026,1100.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,1995/1996,1995,3917.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,1996/1997,1996,5500.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,1997/1998,1997,7000.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,1998/1999,1998,7500.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,1999/2000,1999,11010.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2000/2001,2000,16333.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2001/2002,2001,12250.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2002/2003,2002,11167.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2003/2004,2003,15000.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2004/2005,2004,14500.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2005/2006,2005,13500.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2006/2007,2006,20819.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2007/2008,2007,18333.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2008/2009,2008,18009.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2009/2010,2009,18500.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2010/2011,2010,19467.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2011/2012,2011,26000.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2012/2013,2012,26500.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2013/2014,2013,29833.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2014/2015,2014,27400.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2015/2016,2015,28930.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2016/2017,2016,26700.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2017/2018,2017,29300.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2018/2019,2018,30400.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2019/2020,2019,31300.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2020/2021,2020,29000.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2021/2022,2021,31580.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2022/2023,2022,28200.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2023/2024,2023,27550.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2024/2025,2024,29100.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2025/2026,2025,31700.0
Vietnam,USDA,production,Production Total,1000 60-kg bags,2026/2027,2026,32500.0
Vietnam,USDA,area,Area total,1000 ha,1995/1996,1995,186.0
Vietnam,USDA,area,Area total,1000 ha,1996/1997,1996,254.0
Vietnam,USDA,area,Area total,1000 ha,1997/1998,1997,340.0
Vietnam,USDA,area,Area total,1000 ha,1998/1999,1998,350.0
Vietnam,USDA,area,Area total,1000 ha,1999/2000,1999,460.0
Vietnam,USDA,area,Area total,1000 ha,2000/2001,2000,560.0
Vietnam,USDA,area,Area total,1000 ha,2001/2002,2001,540.0
Vietnam,USDA,area,Area total,1000 ha,2002/2003,2002,520.0
Vietnam,USDA,area,Area total,1000 ha,2003/2004,2003,510.0
Vietnam,USDA,area,Area total,1000 ha,2004/2005,2004,500.0
Vietnam,USDA,area,Area total,1000 ha,2005/2006,2005,495.0
Vietnam,USDA,area,Area total,1000 ha,2006/2007,2006,515.0
Vietnam,USDA,area,Area total,1000 ha,2007/2008,2007,523.0
Vietnam,USDA,area,Area total,1000 ha,2008/2009,2008,531.0
Vietnam,USDA,area,Area total,1000 ha,2009/2010,2009,536.0
Vietnam,USDA,area,Area total,1000 ha,2010/2011,2010,571.0
Vietnam,USDA,area,Area total,1000 ha,2011/2012,2011,616.0
Vietnam,USDA,area,Area total,1000 ha,2015/2016,2015,662.0
Vietnam,USDA,area,Area total,1000 ha,2016/2017,2016,650.0
Vietnam,USDA,area,Area total,1000 ha,2017/2018,2017,665.0
Vietnam,USDA,area,Area total,1000 ha,2018/2019,2018,682.0
Vietnam,USDA,area,Area total,1000 ha,2019/2020,2019,690.0
Vietnam,USDA,area,Area total,1000 ha,2020/2021,2020,697.0
Vietnam,USDA,area,Area total,1000 ha,2021/2022,2021,706.0
Vietnam,USDA,area,Area total,1000 ha,2022/2023,2022,710.0
Vietnam,USDA,area,Area total,1000 ha,2023/2024,2023,715.0
Vietnam,USDA,area,Area total,1000 ha,2024/2025,2024,715.0
Vietnam,USDA,area,Area total,1000 ha,2025/2026,2025,730.0
Vietnam,USDA,area,Area total,1000 ha,2026/2027,2026,730.0
Vietnam,USDA,area,Area total,1000 ha,2029/2030,2029,727.18
Vietnam,USDA,area,Area non-bearing,1000 ha,1995/1996,1995,86.0
Vietnam,USDA,area,Area non-bearing,1000 ha,1996/1997,1996,48.0
Vietnam,USDA,area,Area non-bearing,1000 ha,1997/1998,1997,70.0
Vietnam,USDA,area,Area non-bearing,1000 ha,1998/1999,1998,80.0
Vietnam,USDA,area,Area non-bearing,1000 ha,1999/2000,1999,100.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2000/2001,2000,110.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2001/2002,2001,70.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2002/2003,2002,10.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2003/2004,2003,10.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2004/2005,2004,5.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2005/2006,2005,10.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2006/2007,2006,20.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2007/2008,2007,33.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2008/2009,2008,31.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2009/2010,2009,32.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2016/2017,2016,58.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2017/2018,2017,60.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2018/2019,2018,75.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2019/2020,2019,70.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2020/2021,2020,77.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2021/2022,2021,86.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2022/2023,2022,98.5
Vietnam,USDA,area,Area non-bearing,1000 ha,2023/2024,2023,103.5
Vietnam,USDA,area,Area non-bearing,1000 ha,2024/2025,2024,100.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2025/2026,2025,99.8
Vietnam,USDA,area,Area non-bearing,1000 ha,2026/2027,2026,86.0
Vietnam,USDA,area,Area non-bearing,1000 ha,2027/2028,2027,96.6
Vietnam,USDA,area,Area bearing,1000 ha,1995/1996,1995,100.0
Vietnam,USDA,area,Area bearing,1000 ha,1996/1997,1996,206.0
Vietnam,USDA,area,Area bearing,1000 ha,1997/1998,1997,270.0
Vietnam,USDA,area,Area bearing,1000 ha,1998/1999,1998,270.0
Vietnam,USDA,area,Area bearing,1000 ha,1999/2000,1999,360.0
Vietnam,USDA,area,Area bearing,1000 ha,2000/2001,2000,450.0
Vietnam,USDA,area,Area bearing,1000 ha,2001/2002,2001,470.0
Vietnam,USDA,area,Area bearing,1000 ha,2002/2003,2002,510.0
Vietnam,USDA,area,Area bearing,1000 ha,2003/2004,2003,500.0
Vietnam,USDA,area,Area bearing,1000 ha,2004/2005,2004,495.0
Vietnam,USDA,area,Area bearing,1000 ha,2005/2006,2005,485.0
Vietnam,USDA,area,Area bearing,1000 ha,2006/2007,2006,495.0
Vietnam,USDA,area,Area bearing,1000 ha,2007/2008,2007,490.0
Vietnam,USDA,area,Area bearing,1000 ha,2008/2009,2008,500.0
Vietnam,USDA,area,Area bearing,1000 ha,2009/2010,2009,504.0
Vietnam,USDA,area,Area bearing,1000 ha,2012/2013,2012,644.0
Vietnam,USDA,area,Area bearing,1000 ha,2013/2014,2013,665.4
Vietnam,USDA,area,Area bearing,1000 ha,2014/2015,2014,665.0
Vietnam,USDA,area,Area bearing,1000 ha,2016/2017,2016,592.0
Vietnam,USDA,area,Area bearing,1000 ha,2017/2018,2017,605.0
Vietnam,USDA,area,Area bearing,1000 ha,2018/2019,2018,607.0
Vietnam,USDA,area,Area bearing,1000 ha,2019/2020,2019,620.0
Vietnam,USDA,area,Area bearing,1000 ha,2020/2021,2020,620.0
Vietnam,USDA,area,Area bearing,1000 ha,2021/2022,2021,620.0
Vietnam,USDA,area,Area bearing,1000 ha,2022/2023,2022,611.5
Vietnam,USDA,area,Area bearing,1000 ha,2023/2024,2023,611.5
Vietnam,USDA,area,Area bearing,1000 ha,2024/2025,2024,615.0
Vietnam,USDA,area,Area bearing,1000 ha,2025/2026,2025,630.2
Vietnam,USDA,area,Area bearing,1000 ha,2026/2027,2026,644.0
Vietnam,USDA,yield,Yield,t/ha,2003/2004,2003,1.8
Vietnam,USDA,yield,Yield,t/ha,2004/2005,2004,1.76
Vietnam,USDA,yield,Yield,t/ha,2005/2006,2005,1.69
Vietnam,USDA,yield,Yield,t/ha,2006/2007,2006,2.58
Vietnam,USDA,yield,Yield,t/ha,2007/2008,2007,2.24
Vietnam,USDA,yield,Yield,t/ha,2008/2009,2008,2.16
Vietnam,USDA,yield,Yield,t/ha,2009/2010,2009,2.09
Vietnam,USDA,yield,Yield,t/ha,2010/2011,2010,2.18
Vietnam,USDA,yield,Yield,t/ha,2011/2012,2011,2.44
Vietnam,USDA,yield,Yield,t/ha,2012/2013,2012,2.47
Vietnam,USDA,yield,Yield,t/ha,2013/2014,2013,2.69
Vietnam,USDA,yield,Yield,t/ha,2014/2015,2014,2.51
Vietnam,USDA,yield,Yield,t/ha,2015/2016,2015,2.62
Vietnam,USDA,yield,Yield,t/ha,2016/2017,2016,2.59
Vietnam,USDA,yield,Yield,t/ha,2017/2018,2017,2.78
Vietnam,USDA,yield,Yield,t/ha,2018/2019,2018,2.9
Vietnam,USDA,yield,Yield,t/ha,2019/2020,2019,2.92
Vietnam,USDA,yield,Yield,t/ha,2020/2021,2020,2.71
Vietnam,USDA,yield,Yield,t/ha,2021/2022,2021,2.95
Vietnam,USDA,yield,Yield,t/ha,2022/2023,2022,2.68
Vietnam,USDA,yield,Yield,t/ha,2023/2024,2023,2.75
Vietnam,USDA,yield,Yield,t/ha,2024/2025,2024,2.73
Vietnam,USDA,yield,Yield,t/ha,2025/2026,2025,2.9
Vietnam,USDA,yield,Yield,t/ha,2026/2027,2026,2.93
Uganda,USDA,production,Production Arabica,1000 60-kg bags,1998/1999,1998,436.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,1999/2000,1999,436.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2000/2001,2000,355.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2001/2002,2001,415.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2002/2003,2002,450.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2003/2004,2003,524.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2004/2005,2004,545.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2005/2006,2005,625.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2006/2007,2006,579.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2007/2008,2007,508.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2008/2009,2008,650.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2009/2010,2009,818.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2010/2011,2010,644.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2011/2012,2011,875.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2012/2013,2012,800.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2013/2014,2013,850.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2014/2015,2014,800.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2015/2016,2015,950.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2016/2017,2016,1100.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2017/2018,2017,1200.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2018/2019,2018,1050.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2019/2020,2019,1025.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2020/2021,2020,730.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2021/2022,2021,990.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2022/2023,2022,990.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2023/2024,2023,1000.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2024/2025,2024,1030.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2025/2026,2025,1120.0
Uganda,USDA,production,Production Arabica,1000 60-kg bags,2026/2027,2026,1135.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,1998/1999,1998,3204.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,1999/2000,1999,3272.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2000/2001,2000,2742.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2001/2002,2001,2850.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2002/2003,2002,2306.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2003/2004,2003,2221.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2004/2005,2004,2149.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2005/2006,2005,1550.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2006/2007,2006,2326.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2007/2008,2007,2982.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2008/2009,2008,2610.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2009/2010,2009,2052.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2010/2011,2010,2568.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2011/2012,2011,2200.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2012/2013,2012,2800.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2013/2014,2013,3000.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2014/2015,2014,2700.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2015/2016,2015,2600.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2016/2017,2016,3775.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2017/2018,2017,3400.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2018/2019,2018,3600.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2019/2020,2019,4450.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2020/2021,2020,5900.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2021/2022,2021,5060.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2022/2023,2022,5575.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2023/2024,2023,5400.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2024/2025,2024,5670.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2025/2026,2025,5975.0
Uganda,USDA,production,Production Robusta,1000 60-kg bags,2026/2027,2026,6025.0
Uganda,USDA,production,Production Total,1000 60-kg bags,1998/1999,1998,3640.0
Uganda,USDA,production,Production Total,1000 60-kg bags,1999/2000,1999,3708.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2000/2001,2000,3097.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2001/2002,2001,3265.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2002/2003,2002,2756.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2003/2004,2003,2745.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2004/2005,2004,2694.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2005/2006,2005,2175.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2006/2007,2006,2905.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2007/2008,2007,3490.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2008/2009,2008,3260.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2009/2010,2009,2870.0
