country,series,year,observed,fitted
Brazil,Production Arabica,2001,24400,30604.2
Brazil,Production Arabica,2002,41600,34483.5
Brazil,Production Arabica,2003,23600,26067.1
Brazil,Production Arabica,2004,34300,39172.3
Brazil,Production Arabica,2005,26000,29196.8
Brazil,Production Arabica,2006,36000,36641.5
Brazil,Production Arabica,2007,27650,30735.4
Brazil,Production Arabica,2008,40500,37918.4
Brazil,Production Arabica,2009,33000,31086.7
Brazil,Production Arabica,2010,41800,39129.8
Brazil,Production Arabica,2011,34700,33922.3
Brazil,Production Arabica,2012,42100,40232.2
Brazil,Production Arabica,2013,41800,35628.2
Brazil,Production Arabica,2014,37300,39221.8
Brazil,Production Arabica,2015,36100,41096.4
Brazil,Production Arabica,2016,45600,40256.7
Brazil,Production Arabica,2017,39500,37325.2
Brazil,Production Arabica,2018,49700,43594.9
Brazil,Production Arabica,2019,42000,38497.7
Brazil,Production Arabica,2020,49700,45553.4
Brazil,Production Arabica,2021,36400,40616.2
Brazil,Production Arabica,2022,39800,48460.1
Brazil,Production Arabica,2023,44900,42668.5
Brazil,Production Arabica,2024,44500,42959.7
Brazil,Production Arabica,2025,38000,45672.9
Brazil,Production Arabica,2026,47500,48143.5
Brazil,Production Robusta,2001,10700,8237.47
Brazil,Production Robusta,2002,12000,10429.5
Brazil,Production Robusta,2003,9600,11319.8
Brazil,Production Robusta,2004,9300,8618.99
Brazil,Production Robusta,2005,10100,10580.7
Brazil,Production Robusta,2006,10700,10857.2
Brazil,Production Robusta,2007,11450,11282.1
Brazil,Production Robusta,2008,12800,12350.4
Brazil,Production Robusta,2009,11800,13372.8
Brazil,Production Robusta,2010,12700,11841.1
Brazil,Production Robusta,2011,14500,14205.9
Brazil,Production Robusta,2012,15500,15216.7
Brazil,Production Robusta,2013,15400,15529.2
Brazil,Production Robusta,2014,17000,15641.4
Brazil,Production Robusta,2015,13300,17669.9
Brazil,Production Robusta,2016,10500,12585.1
Brazil,Production Robusta,2017,12600,13169.6
Brazil,Production Robusta,2018,16800,16406.3
Brazil,Production Robusta,2019,18500,18699.3
Brazil,Production Robusta,2020,20200,19038.2
Brazil,Production Robusta,2021,21700,20848.4
Brazil,Production Robusta,2022,22800,21672.2
Brazil,Production Robusta,2023,21400,22411.7
Brazil,Production Robusta,2024,21000,20748.3
Brazil,Production Robusta,2025,25000,21775.7
Brazil,Production Robusta,2026,24400,26170.3
Brazil,Production Total,2001,35100,38775.7
Brazil,Production Total,2002,53600,42041.1
Brazil,Production Total,2003,33200,35147.6
Brazil,Production Total,2004,43600,48449.5
Brazil,Production Total,2005,36100,34837.8
Brazil,Production Total,2006,46700,47159.9
Brazil,Production Total,2007,39100,43330.1
Brazil,Production Total,2008,53300,54220.4
Brazil,Production Total,2009,44800,47452.9
Brazil,Production Total,2010,54500,57884.9
Brazil,Production Total,2011,49200,50099
Brazil,Production Total,2012,57700,56792.6
Brazil,Production Total,2013,57200,50609.5
Brazil,Production Total,2014,54300,53357
Brazil,Production Total,2015,49400,52581.8
Brazil,Production Total,2016,56100,54961.4
Brazil,Production Total,2017,52100,54551.7
Brazil,Production Total,2018,66500,63602
Brazil,Production Total,2019,60500,58736.4
Brazil,Production Total,2020,69900,67206.7
Brazil,Production Total,2021,58100,58599
Brazil,Production Total,2022,62600,66329.6
Brazil,Production Total,2023,66300,61033.4
Brazil,Production Total,2024,65500,64835.9
Brazil,Production Total,2025,63000,68427.1
Brazil,Production Total,2026,71900,71607.8
Brazil,Area total,2001,2488,2497.18
Brazil,Area total,2002,2535,2491.51
Brazil,Area total,2003,2675,2485.83
Brazil,Area total,2004,2379,2480.16
Brazil,Area total,2005,2458,2474.49
Brazil,Area total,2006,2471,2468.82
Brazil,Area total,2007,2431,2463.14
Brazil,Area total,2008,2424,2457.47
Brazil,Area total,2009,2395,2451.8
Brazil,Area total,2010,2409,2446.12
Brazil,Area total,2011,2410,2440.45
Brazil,Area total,2012,2387,2434.78
Brazil,Area total,2013,2442,2429.11
Brazil,Area total,2014,2437,2423.43
Brazil,Area total,2015,2410,2417.76
Brazil,Area total,2016,2410,2412.09
Brazil,Area total,2017,2400,2406.42
Brazil,Area total,2018,2395,2400.74
Brazil,Area total,2019,2390,2395.07
Brazil,Area total,2020,2420,2389.4
Brazil,Area total,2021,2480,2383.72
Brazil,Area total,2022,2495,2378.05
Brazil,Area total,2023,2510,2372.38
Brazil,Area total,2024,2235,2366.71
Brazil,Area total,2025,2255,2361.03
Brazil,Area total,2026,2342,2355.36
Brazil,Area non-bearing,2001,433,
Brazil,Area non-bearing,2002,530,433
Brazil,Area non-bearing,2003,315,530
Brazil,Area non-bearing,2004,205,315
Brazil,Area non-bearing,2005,153,205
Brazil,Area non-bearing,2006,166,153
Brazil,Area non-bearing,2007,196,166
Brazil,Area non-bearing,2008,201,196
Brazil,Area non-bearing,2009,244,201
Brazil,Area non-bearing,2010,234,244
Brazil,Area non-bearing,2011,260,234
Brazil,Area non-bearing,2012,282,260
Brazil,Area non-bearing,2013,307,282
Brazil,Area non-bearing,2014,347,307
Brazil,Area non-bearing,2015,340,347
Brazil,Area non-bearing,2016,340,340
Brazil,Area non-bearing,2017,380,340
Brazil,Area non-bearing,2018,335,380
Brazil,Area non-bearing,2019,350,335
Brazil,Area non-bearing,2020,320,350
Brazil,Area non-bearing,2021,470,320
Brazil,Area non-bearing,2022,475,470
Brazil,Area non-bearing,2023,480,475
Brazil,Area non-bearing,2024,354,480
Brazil,Area non-bearing,2025,396,354
Brazil,Area non-bearing,2026,402,396
Brazil,Area bearing,2001,2055,2246.22
Brazil,Area bearing,2002,2005,2234.43
Brazil,Area bearing,2003,2360,2222.64
Brazil,Area bearing,2004,2174,2210.84
Brazil,Area bearing,2005,2305,2199.05
Brazil,Area bearing,2006,2305,2187.26
Brazil,Area bearing,2007,2235,2175.46
Brazil,Area bearing,2008,2223,2163.67
Brazil,Area bearing,2009,2151,2151.88
Brazil,Area bearing,2010,2175,2140.08
Brazil,Area bearing,2011,2150,2128.29
Brazil,Area bearing,2012,2105,2116.5
Brazil,Area bearing,2013,2135,2104.7
Brazil,Area bearing,2014,2090,2092.91
Brazil,Area bearing,2015,2070,2081.12
Brazil,Area bearing,2016,2070,2069.33
Brazil,Area bearing,2017,2020,2057.53
Brazil,Area bearing,2018,2060,2045.74
Brazil,Area bearing,2019,2040,2033.95
Brazil,Area bearing,2020,2100,2022.15
Brazil,Area bearing,2021,2010,2010.36
Brazil,Area bearing,2022,2020,1998.57
Brazil,Area bearing,2023,2030,1986.77
Brazil,Area bearing,2024,1881,1974.98
Brazil,Area bearing,2025,1859,1963.19
Brazil,Area bearing,2026,1941,1951.39
Brazil,Trees non-bearing,1998,553,
Brazil,Trees non-bearing,1999,939,553
Brazil,Trees non-bearing,2000,1435,939
Brazil,Trees non-bearing,2001,1385,1435
Brazil,Trees non-bearing,2002,1440,1385
Brazil,Trees non-bearing,2003,1125,1440
Brazil,Trees non-bearing,2004,631,1125
Brazil,Trees non-bearing,2005,466,631
Brazil,Trees non-bearing,2006,513,466
Brazil,Trees non-bearing,2007,679,513
Brazil,Trees non-bearing,2008,677,679
Brazil,Trees non-bearing,2009,873,677
Brazil,Trees non-bearing,2010,815,873
Brazil,Trees non-bearing,2011,835,815
Brazil,Trees non-bearing,2012,1000,835
Brazil,Trees non-bearing,2013,1055,1000
Brazil,Trees non-bearing,2014,1185,1055
Brazil,Trees non-bearing,2015,1125,1185
Brazil,Trees non-bearing,2016,1125,1125
Brazil,Trees non-bearing,2017,1300,1125
Brazil,Trees non-bearing,2018,1150,1300
Brazil,Trees non-bearing,2019,1230,1150
Brazil,Trees non-bearing,2020,1050,1230
Brazil,Trees non-bearing,2021,1500,1050
Brazil,Trees non-bearing,2022,1510,1500
Brazil,Trees non-bearing,2023,1324,1510
Brazil,Trees non-bearing,2024,1306,1324
Brazil,Trees non-bearing,2025,1440,1306
Brazil,Trees non-bearing,2026,1461,1440
Brazil,Trees bearing,1998,3200,
Brazil,Trees bearing,1999,3330,3331.29
Brazil,Trees bearing,2000,3485,3461.29
Brazil,Trees bearing,2001,4015,3616.29
Brazil,Trees bearing,2002,4270,4146.29
Brazil,Trees bearing,2003,5265,4401.29
Brazil,Trees bearing,2004,5050,5396.29
Brazil,Trees bearing,2005,5255,5181.29
Brazil,Trees bearing,2006,5220,5386.29
Brazil,Trees bearing,2007,5720,5351.29
Brazil,Trees bearing,2008,5890,5851.29
Brazil,Trees bearing,2009,5725,6021.29
Brazil,Trees bearing,2010,5820,5856.29
Brazil,Trees bearing,2011,5760,5951.29
Brazil,Trees bearing,2012,5860,5891.29
Brazil,Trees bearing,2013,5810,5991.29
Brazil,Trees bearing,2014,5770,5941.29
Brazil,Trees bearing,2015,5735,5901.29
Brazil,Trees bearing,2016,5735,5866.29
Brazil,Trees bearing,2017,5640,5866.29
Brazil,Trees bearing,2018,5740,5771.29
Brazil,Trees bearing,2019,5700,5871.29
Brazil,Trees bearing,2020,6200,5831.29
Brazil,Trees bearing,2021,6010,6331.29
Brazil,Trees bearing,2022,6100,6141.29
Brazil,Trees bearing,2023,6150,6231.29
Brazil,Trees bearing,2024,6577,6281.29
Brazil,Trees bearing,2025,6482,6708.29
Brazil,Trees bearing,2026,6876,6613.29
Brazil,Trees total,2003,6390,5907.89
Brazil,Trees total,2004,5681,6212.69
Brazil,Trees total,2005,5721,5943.11
Brazil,Trees total,2006,5733,6009.77
Brazil,Trees total,2007,6399,6063.85
Brazil,Trees total,2008,6567,6411.54
Brazil,Trees total,2009,6598,6535.66
Brazil,Trees total,2010,6635,6598.28
Brazil,Trees total,2011,6595,6663.59
Brazil,Trees total,2012,6860,6694.33
Brazil,Trees total,2013,6865,6862
Brazil,Trees total,2014,6955,6912.95
Brazil,Trees total,2015,6860,7002.05
Brazil,Trees total,2016,6860,7008.11
Brazil,Trees total,2017,6940,7056.81
Brazil,Trees total,2018,6890,7141.42
Brazil,Trees total,2019,6930,7167.68
Brazil,Trees total,2020,7250,7234.33
Brazil,Trees total,2021,7510,7426.69
Brazil,Trees total,2022,7610,7592.11
Brazil,Trees total,2023,7474,7685.71
Brazil,Trees total,2024,7883,7673.36
Brazil,Trees total,2025,7922,7905.67
Brazil,Trees total,2026,8337,7971.88
Brazil,Yield (production / bearing area),2001,17.0803,
Brazil,Yield (production / bearing area),2002,26.7332,17.0797
Brazil,Yield (production / bearing area),2003,14.0678,18.1669
Brazil,Yield (production / bearing area),2004,20.0552,24.7333
Brazil,Yield (production / bearing area),2005,15.6616,12.0279
Brazil,Yield (production / bearing area),2006,20.2603,21.697
Brazil,Yield (production / bearing area),2007,17.4944,15.082
Brazil,Yield (production / bearing area),2008,23.9766,21.364
Brazil,Yield (production / bearing area),2009,20.8275,18.9359
Brazil,Yield (production / bearing area),2010,25.0575,24.817
Brazil,Yield (production / bearing area),2011,22.8837,21.0544
Brazil,Yield (production / bearing area),2012,27.4109,25.8929
Brazil,Yield (production / bearing area),2013,26.7916,23.7411
Brazil,Yield (production / bearing area),2014,25.9809,28.8819
Brazil,Yield (production / bearing area),2015,23.8647,25.3565
Brazil,Yield (production / bearing area),2016,27.1014,25.1989
Brazil,Yield (production / bearing area),2017,25.7921,24.876
Brazil,Yield (production / bearing area),2018,32.2816,27.514
Brazil,Yield (production / bearing area),2019,29.6569,28.2844
Brazil,Yield (production / bearing area),2020,33.2857,32.8826
Brazil,Yield (production / bearing area),2021,28.9055,29.9475
Brazil,Yield (production / bearing area),2022,30.9901,32.6642
Brazil,Yield (production / bearing area),2023,32.6601,28.1435
Brazil,Yield (production / bearing area),2024,34.8219,33.2351
Brazil,Yield (production / bearing area),2025,33.8892,33.4897
Brazil,Yield (production / bearing area),2026,37.0428,34.9925
Colombia,Production Arabica,1998,10868,
Colombia,Production Arabica,1999,10000,10868
Colombia,Production Arabica,2000,10520,10000
Colombia,Production Arabica,2001,11000,10520
Colombia,Production Arabica,2002,11712,11000
Colombia,Production Arabica,2003,11053,11712
Colombia,Production Arabica,2004,11532,11053
Colombia,Production Arabica,2005,11953,11532
Colombia,Production Arabica,2006,12164,11953
Colombia,Production Arabica,2007,12515,12164
Colombia,Production Arabica,2008,8664,12515
Colombia,Production Arabica,2009,8100,8664
Colombia,Production Arabica,2010,8525,8100
Colombia,Production Arabica,2011,7655,8525
Colombia,Production Arabica,2012,9927,7655
Colombia,Production Arabica,2013,12075,9927
Colombia,Production Arabica,2014,13300,12075
Colombia,Production Arabica,2015,14000,13300
Colombia,Production Arabica,2016,14600,14000
Colombia,Production Arabica,2017,13825,14600
Colombia,Production Arabica,2018,13870,13825
Colombia,Production Arabica,2019,14100,13870
Colombia,Production Arabica,2020,13400,14100
Colombia,Production Arabica,2021,11800,13400
Colombia,Production Arabica,2022,10700,11800
Colombia,Production Arabica,2023,12760,10700
Colombia,Production Arabica,2024,14800,12760
Colombia,Production Arabica,2025,12500,14800
Colombia,Production Arabica,2026,13400,12500
Colombia,Area total,1998,869,809.137
Colombia,Area total,1999,836,866.69
Colombia,Area total,2000,805,815.062
Colombia,Area total,2001,805,779.818
Colombia,Area total,2002,775,791.647
Colombia,Area total,2003,770,767.421
Colombia,Area total,2004,765,758.411
Colombia,Area total,2005,780,764.916
Colombia,Area total,2006,780,785.653
Colombia,Area total,2007,780,789.208
Colombia,Area total,2008,780,782.57
Colombia,Area total,2009,780,782.57
Colombia,Area total,2010,780,782.57
Colombia,Area total,2011,780,782.57
Colombia,Area total,2012,780,782.57
Colombia,Area total,2013,780,782.57
Colombia,Area total,2014,780,782.57
Colombia,Area total,2015,780,782.57
Colombia,Area total,2016,780,782.57
Colombia,Area total,2017,780,782.57
Colombia,Area total,2018,780,782.57
Colombia,Area total,2019,800,782.57
Colombia,Area total,2020,800,807.866
Colombia,Area total,2021,800,809.657
Colombia,Area total,2022,800,800.806
Colombia,Area total,2023,800,800.806
Colombia,Area total,2024,800,800.806
Colombia,Area total,2025,800,800.806
Colombia,Area total,2026,800,800.806
Colombia,Area non-bearing,1998,83,125.489
Colombia,Area non-bearing,1999,121,97.071
Colombia,Area non-bearing,2000,155,155.7
Colombia,Area non-bearing,2001,155,168.427
Colombia,Area non-bearing,2002,145,141.114
Colombia,Area non-bearing,2003,140,129.068
Colombia,Area non-bearing,2004,145,131.634
Colombia,Area non-bearing,2005,140,142.827
Colombia,Area non-bearing,2006,140,133.035
Colombia,Area non-bearing,2007,140,137.855
Colombia,Area non-bearing,2008,140,138.555
Colombia,Area non-bearing,2009,140,139.255
Colombia,Area non-bearing,2010,140,139.955
Colombia,Area non-bearing,2011,140,140.655
Colombia,Area non-bearing,2012,140,141.355
Colombia,Area non-bearing,2013,140,142.056
Colombia,Area non-bearing,2014,140,142.756
Colombia,Area non-bearing,2015,140,143.456
Colombia,Area non-bearing,2016,140,144.156
Colombia,Area non-bearing,2017,140,144.856
Colombia,Area non-bearing,2018,140,145.557
Colombia,Area non-bearing,2019,160,146.257
Colombia,Area non-bearing,2020,160,172.449
Colombia,Area non-bearing,2021,160,156.671
Colombia,Area non-bearing,2022,160,157.371
Colombia,Area non-bearing,2023,160,158.071
Colombia,Area non-bearing,2024,160,158.771
Colombia,Area non-bearing,2025,160,159.471
Colombia,Area non-bearing,2026,160,160.172
Colombia,Area bearing,1998,786,737.019
Colombia,Area bearing,1999,715,778.066
Colombia,Area bearing,2000,650,663.789
Colombia,Area bearing,2001,650,609.583
Colombia,Area bearing,2002,630,656.398
Colombia,Area bearing,2003,630,623.446
Colombia,Area bearing,2004,620,637.487
Colombia,Area bearing,2005,640,620.749
Colombia,Area bearing,2006,640,659.935
Colombia,Area bearing,2007,640,644.845
Colombia,Area bearing,2008,640,644.321
Colombia,Area bearing,2009,640,643.796
Colombia,Area bearing,2010,640,643.272
Colombia,Area bearing,2011,640,642.748
Colombia,Area bearing,2012,640,642.223
Colombia,Area bearing,2013,640,641.699
Colombia,Area bearing,2014,640,641.175
Colombia,Area bearing,2015,640,640.65
Colombia,Area bearing,2016,640,640.126
Colombia,Area bearing,2017,640,639.602
Colombia,Area bearing,2018,640,639.077
Colombia,Area bearing,2019,640,638.553
Colombia,Area bearing,2020,640,638.029
Colombia,Area bearing,2021,640,637.504
Colombia,Area bearing,2022,640,636.98
Colombia,Area bearing,2023,640,636.456
Colombia,Area bearing,2024,640,635.931
Colombia,Area bearing,2025,640,635.407
Colombia,Area bearing,2026,640,634.883
Colombia,Trees total,1998,3692,
Colombia,Trees total,1999,3763,3692
Colombia,Trees total,2000,3820,3763
Colombia,Trees total,2001,3820,3820
Colombia,Trees total,2002,3880,3820
Colombia,Trees total,2003,3830,3880
Colombia,Trees total,2004,3830,3830
Colombia,Trees total,2005,3830,3830
Colombia,Trees total,2006,3970,3830
Colombia,Trees total,2007,3970,3970
Colombia,Trees total,2008,3970,3970
Colombia,Trees total,2009,3970,3970
Colombia,Trees total,2010,3970,3970
Colombia,Trees total,2011,3970,3970
Colombia,Trees total,2012,3970,3970
Colombia,Trees total,2013,3970,3970
Colombia,Trees total,2014,3970,3970
Colombia,Trees total,2015,4500,3970
Colombia,Trees total,2016,4500,4500
Colombia,Trees total,2017,4500,4500
Colombia,Trees total,2018,4500,4500
Colombia,Trees total,2019,4500,4500
Colombia,Trees total,2020,4500,4500
Colombia,Trees total,2021,4500,4500
Colombia,Trees total,2022,4500,4500
Colombia,Trees total,2023,4500,4500
Colombia,Trees total,2024,4500,4500
Colombia,Trees total,2025,4500,4500
Colombia,Trees total,2026,4500,4500
Colombia,Trees non-bearing,1998,580,961.918
Colombia,Trees non-bearing,1999,773,613.535
Colombia,Trees non-bearing,2000,1030,934.674
Colombia,Trees non-bearing,2001,1030,1197.79
Colombia,Trees non-bearing,2002,1030,1019.88
Colombia,Trees non-bearing,2003,1030,1019.88
Colombia,Trees non-bearing,2004,1030,1019.88
Colombia,Trees non-bearing,2005,1030,1019.88
Colombia,Trees non-bearing,2006,1070,1019.88
Colombia,Trees non-bearing,2007,1070,1081.63
Colombia,Trees non-bearing,2008,1070,1053.94
Colombia,Trees non-bearing,2009,1070,1053.94
Colombia,Trees non-bearing,2010,1070,1053.94
Colombia,Trees non-bearing,2011,1070,1053.94
Colombia,Trees non-bearing,2012,1070,1053.94
Colombia,Trees non-bearing,2013,1070,1053.94
Colombia,Trees non-bearing,2014,1070,1053.94
Colombia,Trees non-bearing,2015,1000,1053.94
Colombia,Trees non-bearing,2016,1000,945.885
Colombia,Trees non-bearing,2017,1000,994.341
Colombia,Trees non-bearing,2018,1000,994.341
Colombia,Trees non-bearing,2019,1000,994.341
Colombia,Trees non-bearing,2020,1000,994.341
Colombia,Trees non-bearing,2021,1000,994.341
Colombia,Trees non-bearing,2022,1000,994.341
Colombia,Trees non-bearing,2023,1000,994.341
Colombia,Trees non-bearing,2024,1000,994.341
Colombia,Trees non-bearing,2025,1000,994.341
Colombia,Trees non-bearing,2026,1000,994.341
Colombia,Trees bearing,1998,3112,
Colombia,Trees bearing,1999,2990,3112
Colombia,Trees bearing,2000,2790,2990
Colombia,Trees bearing,2001,2790,2790
Colombia,Trees bearing,2002,2850,2790
Colombia,Trees bearing,2003,2800,2850
Colombia,Trees bearing,2004,2800,2800
Colombia,Trees bearing,2005,2800,2800
Colombia,Trees bearing,2006,2900,2800
Colombia,Trees bearing,2007,2900,2900
Colombia,Trees bearing,2008,2900,2900
Colombia,Trees bearing,2009,2900,2900
Colombia,Trees bearing,2010,2900,2900
Colombia,Trees bearing,2011,2900,2900
Colombia,Trees bearing,2012,2900,2900
Colombia,Trees bearing,2013,2900,2900
Colombia,Trees bearing,2014,2900,2900
Colombia,Trees bearing,2015,3500,2900
Colombia,Trees bearing,2016,3500,3500
Colombia,Trees bearing,2017,3500,3500
Colombia,Trees bearing,2018,3500,3500
Colombia,Trees bearing,2019,3500,3500
Colombia,Trees bearing,2020,3500,3500
Colombia,Trees bearing,2021,3500,3500
Colombia,Trees bearing,2022,3500,3500
Colombia,Trees bearing,2023,3500,3500
Colombia,Trees bearing,2024,3500,3500
Colombia,Trees bearing,2025,3500,3500
Colombia,Trees bearing,2026,3500,3500
Colombia,Yield,1998,12.5063,
Colombia,Yield,1999,11.9617,12.5063
Colombia,Yield,2000,13.0683,11.9617
Colombia,Yield,2001,13.6646,13.0683
Colombia,Yield,2002,15.1123,13.6646
Colombia,Yield,2003,14.3545,15.1123
Colombia,Yield,2004,15.0745,14.3545
Colombia,Yield,2005,15.3244,15.0745
Colombia,Yield,2006,15.5949,15.3244
Colombia,Yield,2007,16.0449,15.5949
Colombia,Yield,2008,11.1077,16.0449
Colombia,Yield,2009,10.3846,11.1077
Colombia,Yield,2010,10.9295,10.3846
Colombia,Yield,2011,9.8141,10.9295
Colombia,Yield,2012,12.7269,9.8141
Colombia,Yield,2013,15.4808,12.7269
Colombia,Yield,2014,17.0513,15.4808
Colombia,Yield,2015,17.9487,17.0513
Colombia,Yield,2016,18.7179,17.9487
Colombia,Yield,2017,17.7244,18.7179
Colombia,Yield,2018,17.7821,17.7244
Colombia,Yield,2019,17.625,17.7821
