country,source,indicator,unit,period_type,period,value,source_url,notes
Peru,MIDAGRI,production,t,calendar_year,2022,357200.417,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2023,368868.075,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000); preliminary (2023p); other editions: Compendio anual Producción Agrícola 2023 Cuadro 354: 368757.069 t; INEI Compendio 2025 cuadro 13.7: 366940 t E/"
Peru,MIDAGRI,production,t,calendar_year,2024,358910.142,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000); preliminary (2024p); other editions: INEI Compendio 2025 cuadro 13.7: 358994 t E/"
Peru,MIDAGRI,production,t,calendar_year,2025,373324.132,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000); preliminary (2025p)"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2010,349354,https://cdn.www.gob.pe/uploads/document/file/3117982/Compendio%20Estad%C3%ADstico.%20Per%C3%BA%202021%20(Tomo%202).pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2021, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEA)"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2011,367096,https://cdn.www.gob.pe/uploads/document/file/3117982/Compendio%20Estad%C3%ADstico.%20Per%C3%BA%202021%20(Tomo%202).pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2021, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEA)"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2012,370632,https://cdn.www.gob.pe/uploads/document/file/5547450/4932612-tomo-2-compendio-estadistico-peru-2023.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2023, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 18-May-2023)"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2013,399636,https://cdn.www.gob.pe/uploads/document/file/5547450/4932612-tomo-2-compendio-estadistico-peru-2023.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2023, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 18-May-2023)"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2014,361671,https://cdn.www.gob.pe/uploads/document/file/9006041/7264121-tomo-2-peru-compendio-estadistico-2025.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2025, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 28-May-2025)"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2015,379187,https://cdn.www.gob.pe/uploads/document/file/9006041/7264121-tomo-2-peru-compendio-estadistico-2025.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2025, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 28-May-2025); earlier editions (superseded): MIDAGRI Compendio anual 2016 C.147: 379281.909 ha"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2016,383972.65,https://cdn.www.gob.pe/uploads/document/file/2803230/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202016.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2016, Excel cuadro C.147 (Café pergamino por región según variables productivas 2015-2016); INEI Compendio Estadístico 2025 (tomo 2, cuadro 13.7, MIDAGRI-DEIA data as of 28-May-2025) gives 383973"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2017,383118,https://cdn.www.gob.pe/uploads/document/file/9006041/7264121-tomo-2-peru-compendio-estadistico-2025.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2025, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 28-May-2025); earlier editions (superseded): MIDAGRI Compendio anual 2017 Cuadro 372: 424129.35 ha; INEI Compendio 2021: 424129 ha"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2018,432409,https://cdn.www.gob.pe/uploads/document/file/9006041/7264121-tomo-2-peru-compendio-estadistico-2025.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2025, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 28-May-2025); earlier editions (superseded): MIDAGRI Compendio anual 2018 Cuadro 372: 447425.519 ha; INEI Compendio 2021: 446137 ha P/"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2019,438177.097,https://cdn.www.gob.pe/uploads/document/file/3754199/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202019.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2019, Excel Cuadro 2 (sheet ""cosecha"", column Café pergamino; national cell of Cuadro 354 is blank); INEI Compendio Estadístico 2025 (tomo 2, cuadro 13.7, MIDAGRI-DEIA data as of 28-May-2025) gives 438177"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2020,430819.78,https://cdn.www.gob.pe/uploads/document/file/3748650/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202020.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2020, Excel Cuadro 354 (sheet ""cafe""); INEI Compendio Estadístico 2025 (tomo 2, cuadro 13.7, MIDAGRI-DEIA data as of 28-May-2025) gives 430820"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2021,429717,https://cdn.www.gob.pe/uploads/document/file/9006041/7264121-tomo-2-peru-compendio-estadistico-2025.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2025, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 28-May-2025); flagged P/; earlier editions (superseded): MIDAGRI Compendio anual 2021 Cuadro 354: 427433.1 ha"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2022,418807.2,https://cdn.www.gob.pe/uploads/document/file/6770784/2730325-cuadros-en-excel-del-anuario-produccion-agricola-2022%282%29.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2022, Excel Cuadro 354 (sheet ""cafe""); INEI Compendio Estadístico 2025 (tomo 2, cuadro 13.7, MIDAGRI-DEIA data as of 28-May-2025) gives 418807 P/"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2023,428269.1,https://cdn.www.gob.pe/uploads/document/file/9547451/2730325-cuadros-en-excel-del-anuario-produccion-agricola-2023.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2023, Excel Cuadro 354 (sheet ""cafe""); INEI Compendio Estadístico 2025 (tomo 2, cuadro 13.7, MIDAGRI-DEIA data as of 28-May-2025) gives 429338 E/"
Peru,MIDAGRI,area_harvested,ha,calendar_year,2024,421972,https://cdn.www.gob.pe/uploads/document/file/9006041/7264121-tomo-2-peru-compendio-estadistico-2025.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2025, tomo 2, cuadro 13.7 (source MIDAGRI-DGESEP-DEIA; data as of 28-May-2025); flagged E/"
Peru,MIDAGRI,yield,t/ha,calendar_year,2015,0.6643,https://cdn.www.gob.pe/uploads/document/file/2803230/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202016.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2016, Excel cuadro C.147 (rendimiento t/ha); same-table area 379281.909 ha, production 251938.419 t (both later revised; see area_harvested/production rows)"
Peru,MIDAGRI,yield,t/ha,calendar_year,2016,0.7234,https://cdn.www.gob.pe/uploads/document/file/2803230/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202016.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2016, Excel cuadro C.147 (rendimiento t/ha); same-table area 383972.65 ha, production 277760.397 t (both later revised; see area_harvested/production rows)"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2017,795.3,https://cdn.www.gob.pe/uploads/document/file/2803228/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202017.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2017, Excel Cuadro 372 (sheet ""café""), yield consistent with same-table area 424129.35 ha and production 337330.368 t (area and/or production later revised; see area_harvested/production rows)"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2018,826.1,https://cdn.www.gob.pe/uploads/document/file/2803226/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202018.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2018, Excel Cuadro 372 (sheet ""café""), yield consistent with same-table area 447425.519 ha and production 369621.992 t (area and/or production later revised; see area_harvested/production rows)"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2019,829.2,https://cdn.www.gob.pe/uploads/document/file/3754199/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202019.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2019, Excel Cuadro 354 (sheet ""cafe""), yield consistent with same-table area 438177.097 ha and production 363319.588 t"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2020,819.8,https://cdn.www.gob.pe/uploads/document/file/3748650/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202020.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2020, Excel Cuadro 354 (sheet ""cafe""), yield consistent with same-table area 430819.78 ha and production 353205.742 t"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2021,854.5,https://cdn.www.gob.pe/uploads/document/file/3748735/Cuadros%20en%20Excel%20del%20anuario%20%22PRODUCCI%C3%93N%20AGR%C3%8DCOLA%22%202021.xls,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2021, Excel Cuadro 354 (sheet ""cafe""), yield consistent with same-table area 427433.1 ha and production 365220.565 t (area and/or production later revised; see area_harvested/production rows)"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2022,852.9,https://cdn.www.gob.pe/uploads/document/file/6770784/2730325-cuadros-en-excel-del-anuario-produccion-agricola-2022%282%29.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2022, Excel Cuadro 354 (sheet ""cafe""), yield consistent with same-table area 418807.2 ha and production 357200.417 t"
Peru,MIDAGRI,yield,kg/ha,calendar_year,2023,861,https://cdn.www.gob.pe/uploads/document/file/9547451/2730325-cuadros-en-excel-del-anuario-produccion-agricola-2023.xlsx,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Compendio anual Producción Agrícola 2023, Excel Cuadro 354 (sheet ""cafe""), yield consistent with same-table area 428269.1 ha and production 368757.069 t"
Peru,MIDAGRI,yield,t/ha,calendar_year,2010,0.8,https://cdn.www.gob.pe/uploads/document/file/3117982/Compendio%20Estad%C3%ADstico.%20Per%C3%BA%202021%20(Tomo%202).pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2021, tomo 2, cuadro 13.7; published rounded to 1 decimal t/ha"
Peru,MIDAGRI,yield,t/ha,calendar_year,2011,0.9,https://cdn.www.gob.pe/uploads/document/file/3117982/Compendio%20Estad%C3%ADstico.%20Per%C3%BA%202021%20(Tomo%202).pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2021, tomo 2, cuadro 13.7; published rounded to 1 decimal t/ha"
Peru,MIDAGRI,yield,t/ha,calendar_year,2012,0.9,https://cdn.www.gob.pe/uploads/document/file/5547450/4932612-tomo-2-compendio-estadistico-peru-2023.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2023, tomo 2, cuadro 13.7; published rounded to 1 decimal t/ha"
Peru,MIDAGRI,yield,t/ha,calendar_year,2013,0.6,https://cdn.www.gob.pe/uploads/document/file/5547450/4932612-tomo-2-compendio-estadistico-peru-2023.pdf,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI data as reproduced in INEI Compendio Estadístico Perú 2023, tomo 2, cuadro 13.7; published rounded to 1 decimal t/ha"
