town,date,tmin_c,grid_lat,grid_lon
copan,2022-10-26,18.422,14.75,271.25
comayagua,2022-10-27,17.463,14.25,272.25
ocotepeque,2022-10-27,24.01,14.25,270.75
copan,2022-10-27,16.488,14.75,271.25
comayagua,2022-10-28,15.208,14.25,272.25
ocotepeque,2022-10-28,22.377,14.25,270.75
copan,2022-10-28,14.852,14.75,271.25
comayagua,2022-10-29,21.954,14.25,272.25
ocotepeque,2022-10-29,24.29,14.25,270.75
copan,2022-10-29,17.023,14.75,271.25
comayagua,2022-10-30,21.33,14.25,272.25
ocotepeque,2022-10-30,12.675,14.25,270.75
copan,2022-10-30,16.743,14.75,271.25
comayagua,2022-10-31,16.389,14.25,272.25
ocotepeque,2022-10-31,22.79,14.25,270.75
copan,2022-10-31,14.968,14.75,271.25
comayagua,2022-11-01,16.924,14.25,272.25
ocotepeque,2022-11-01,23.781,14.25,270.75
copan,2022-11-01,15.334,14.75,271.25
comayagua,2022-11-02,17.322,14.25,272.25
ocotepeque,2022-11-02,24.479,14.25,270.75
copan,2022-11-02,17.632,14.75,271.25
comayagua,2022-11-03,18.513,14.25,272.25
ocotepeque,2022-11-03,23.372,14.25,270.75
copan,2022-11-03,17.93,14.75,271.25
comayagua,2022-11-04,18.073,14.25,272.25
ocotepeque,2022-11-04,23.105,14.25,270.75
copan,2022-11-04,18.232,14.75,271.25
comayagua,2022-11-05,17.959,14.25,272.25
ocotepeque,2022-11-05,24.69,14.25,270.75
copan,2022-11-05,19.201,14.75,271.25
comayagua,2022-11-06,18.069,14.25,272.25
ocotepeque,2022-11-06,21.607,14.25,270.75
copan,2022-11-06,18.537,14.75,271.25
comayagua,2022-11-07,15.689,14.25,272.25
ocotepeque,2022-11-07,22.43,14.25,270.75
copan,2022-11-07,16.462,14.75,271.25
comayagua,2022-11-08,14.69,14.25,272.25
ocotepeque,2022-11-08,21.856,14.25,270.75
copan,2022-11-08,14.39,14.75,271.25
comayagua,2022-11-09,17.302,14.25,272.25
ocotepeque,2022-11-09,22.415,14.25,270.75
copan,2022-11-09,16.613,14.75,271.25
comayagua,2022-11-10,19.696,14.25,272.25
ocotepeque,2022-11-10,23.03,14.25,270.75
copan,2022-11-10,16.254,14.75,271.25
comayagua,2022-11-11,16.717,14.25,272.25
ocotepeque,2022-11-11,23.535,14.25,270.75
copan,2022-11-11,15.208,14.75,271.25
comayagua,2022-11-12,14.209,14.25,272.25
ocotepeque,2022-11-12,21.314,14.25,270.75
copan,2022-11-12,15.421,14.75,271.25
comayagua,2022-11-13,17.965,14.25,272.25
ocotepeque,2022-11-13,23.641,14.25,270.75
copan,2022-11-13,17.993,14.75,271.25
comayagua,2022-11-14,18.386,14.25,272.25
ocotepeque,2022-11-14,24.132,14.25,270.75
copan,2022-11-14,17.902,14.75,271.25
comayagua,2022-11-15,18.538,14.25,272.25
ocotepeque,2022-11-15,21.45,14.25,270.75
copan,2022-11-15,17.425,14.75,271.25
comayagua,2022-11-16,19.092,14.25,272.25
ocotepeque,2022-11-16,25.387,14.25,270.75
copan,2022-11-16,17.804,14.75,271.25
comayagua,2022-11-17,18.536,14.25,272.25
ocotepeque,2022-11-17,23.727,14.25,270.75
copan,2022-11-17,17.522,14.75,271.25
comayagua,2022-11-18,16.794,14.25,272.25
ocotepeque,2022-11-18,23.118,14.25,270.75
copan,2022-11-18,16.332,14.75,271.25
comayagua,2022-11-19,20.63,14.25,272.25
ocotepeque,2022-11-19,20.352,14.25,270.75
copan,2022-11-19,17.757,14.75,271.25
comayagua,2022-11-20,18.313,14.25,272.25
ocotepeque,2022-11-20,23.011,14.25,270.75
copan,2022-11-20,18.243,14.75,271.25
comayagua,2022-11-21,18.541,14.25,272.25
ocotepeque,2022-11-21,21.088,14.25,270.75
copan,2022-11-21,17.391,14.75,271.25
comayagua,2022-11-22,18.002,14.25,272.25
ocotepeque,2022-11-22,12.483,14.25,270.75
copan,2022-11-22,17.184,14.75,271.25
comayagua,2022-11-23,17.148,14.25,272.25
ocotepeque,2022-11-23,22.891,14.25,270.75
copan,2022-11-23,17.006,14.75,271.25
comayagua,2022-11-24,17.488,14.25,272.25
ocotepeque,2022-11-24,23.197,14.25,270.75
copan,2022-11-24,17.435,14.75,271.25
comayagua,2022-11-25,17.463,14.25,272.25
ocotepeque,2022-11-25,19.439,14.25,270.75
copan,2022-11-25,17.581,14.75,271.25
comayagua,2022-11-26,17.152,14.25,272.25
ocotepeque,2022-11-26,16.672,14.25,270.75
copan,2022-11-26,16.912,14.75,271.25
comayagua,2022-11-27,17.463,14.25,272.25
ocotepeque,2022-11-27,21.733,14.25,270.75
copan,2022-11-27,18.032,14.75,271.25
comayagua,2022-11-28,18.162,14.25,272.25
ocotepeque,2022-11-28,20.328,14.25,270.75
copan,2022-11-28,18.878,14.75,271.25
comayagua,2022-11-29,15.52,14.25,272.25
ocotepeque,2022-11-29,16.698,14.25,270.75
copan,2022-11-29,17.137,14.75,271.25
comayagua,2022-11-30,15.009,14.25,272.25
ocotepeque,2022-11-30,21.87,14.25,270.75
copan,2022-11-30,15.829,14.75,271.25
comayagua,2022-12-01,18.252,14.25,272.25
ocotepeque,2022-12-01,20.821,14.25,270.75
copan,2022-12-01,17.531,14.75,271.25
comayagua,2022-12-02,17.852,14.25,272.25
ocotepeque,2022-12-02,20.726,14.25,270.75
copan,2022-12-02,17.363,14.75,271.25
comayagua,2022-12-03,18.012,14.25,272.25
ocotepeque,2022-12-03,20.615,14.25,270.75
copan,2022-12-03,17.233,14.75,271.25
comayagua,2022-12-04,17.3,14.25,272.25
ocotepeque,2022-12-04,20.753,14.25,270.75
copan,2022-12-04,16.294,14.75,271.25
comayagua,2022-12-05,17.058,14.25,272.25
ocotepeque,2022-12-05,19.458,14.25,270.75
copan,2022-12-05,15.618,14.75,271.25
comayagua,2022-12-06,15.465,14.25,272.25
ocotepeque,2022-12-06,18.855,14.25,270.75
copan,2022-12-06,14.265,14.75,271.25
comayagua,2022-12-07,16.444,14.25,272.25
ocotepeque,2022-12-07,14.25,14.25,270.75
copan,2022-12-07,13.938,14.75,271.25
comayagua,2022-12-08,16.224,14.25,272.25
ocotepeque,2022-12-08,15.692,14.25,270.75
copan,2022-12-08,15.389,14.75,271.25
comayagua,2022-12-09,16.053,14.25,272.25
ocotepeque,2022-12-09,17.778,14.25,270.75
copan,2022-12-09,15.274,14.75,271.25
comayagua,2022-12-10,16.93,14.25,272.25
ocotepeque,2022-12-10,21.712,14.25,270.75
copan,2022-12-10,15.814,14.75,271.25
comayagua,2022-12-11,15.54,14.25,272.25
ocotepeque,2022-12-11,20.779,14.25,270.75
copan,2022-12-11,14.718,14.75,271.25
comayagua,2022-12-12,14.572,14.25,272.25
ocotepeque,2022-12-12,20.427,14.25,270.75
copan,2022-12-12,16.104,14.75,271.25
comayagua,2022-12-13,16.846,14.25,272.25
ocotepeque,2022-12-13,19.973,14.25,270.75
copan,2022-12-13,16.41,14.75,271.25
comayagua,2022-12-14,14.154,14.25,272.25
ocotepeque,2022-12-14,21.317,14.25,270.75
copan,2022-12-14,16.377,14.75,271.25
comayagua,2022-12-15,10.61,14.25,272.25
ocotepeque,2022-12-15,10.019,14.25,270.75
copan,2022-12-15,12.898,14.75,271.25
comayagua,2022-12-16,14.597,14.25,272.25
ocotepeque,2022-12-16,20.999,14.25,270.75
copan,2022-12-16,14.281,14.75,271.25
comayagua,2022-12-17,13.088,14.25,272.25
ocotepeque,2022-12-17,23.744,14.25,270.75
copan,2022-12-17,15.861,14.75,271.25
comayagua,2022-12-18,17.675,14.25,272.25
ocotepeque,2022-12-18,25.101,14.25,270.75
copan,2022-12-18,18.459,14.75,271.25
comayagua,2022-12-19,16.338,14.25,272.25
ocotepeque,2022-12-19,11.222,14.25,270.75
copan,2022-12-19,15.59,14.75,271.25
comayagua,2022-12-20,15.933,14.25,272.25
ocotepeque,2022-12-20,17.038,14.25,270.75
copan,2022-12-20,15.386,14.75,271.25
comayagua,2022-12-21,16.804,14.25,272.25
ocotepeque,2022-12-21,22.608,14.25,270.75
copan,2022-12-21,17.515,14.75,271.25
comayagua,2022-12-22,16.36,14.25,272.25
ocotepeque,2022-12-22,19.816,14.25,270.75
copan,2022-12-22,17.201,14.75,271.25
comayagua,2022-12-23,13.345,14.25,272.25
ocotepeque,2022-12-23,21.001,14.25,270.75
copan,2022-12-23,15.307,14.75,271.25
comayagua,2022-12-24,18.149,14.25,272.25
ocotepeque,2022-12-24,21.381,14.25,270.75
copan,2022-12-24,17.016,14.75,271.25
comayagua,2022-12-25,16.639,14.25,272.25
ocotepeque,2022-12-25,21.447,14.25,270.75
copan,2022-12-25,16.165,14.75,271.25
comayagua,2022-12-26,15.953,14.25,272.25
ocotepeque,2022-12-26,21.165,14.25,270.75
copan,2022-12-26,14.779,14.75,271.25
comayagua,2022-12-27,13.338,14.25,272.25
ocotepeque,2022-12-27,15.447,14.25,270.75
copan,2022-12-27,13.334,14.75,271.25
comayagua,2022-12-28,15.056,14.25,272.25
ocotepeque,2022-12-28,18.544,14.25,270.75
copan,2022-12-28,13.688,14.75,271.25
comayagua,2022-12-29,14.249,14.25,272.25
ocotepeque,2022-12-29,19.323,14.25,270.75
copan,2022-12-29,13.653,14.75,271.25
comayagua,2022-12-30,12.327,14.25,272.25
ocotepeque,2022-12-30,18.954,14.25,270.75
copan,2022-12-30,14.722,14.75,271.25
comayagua,2022-12-31,14.443,14.25,272.25
ocotepeque,2022-12-31,21.536,14.25,270.75
copan,2022-12-31,15.055,14.75,271.25
comayagua,2023-01-01,17.44,14.25,272.25
ocotepeque,2023-01-01,23.264,14.25,270.75
copan,2023-01-01,17.993,14.75,271.25
comayagua,2023-01-02,14.907,14.25,272.25
ocotepeque,2023-01-02,21.431,14.25,270.75
copan,2023-01-02,15.143,14.75,271.25
comayagua,2023-01-03,13.058,14.25,272.25
ocotepeque,2023-01-03,19.221,14.25,270.75
copan,2023-01-03,13.805,14.75,271.25
comayagua,2023-01-04,13.938,14.25,272.25
ocotepeque,2023-01-04,20.963,14.25,270.75
copan,2023-01-04,13.795,14.75,271.25
comayagua,2023-01-05,16.121,14.25,272.25
ocotepeque,2023-01-05,19.323,14.25,270.75
copan,2023-01-05,14.715,14.75,271.25
comayagua,2023-01-06,16.163,14.25,272.25
ocotepeque,2023-01-06,21.023,14.25,270.75
copan,2023-01-06,14.426,14.75,271.25
comayagua,2023-01-07,16.334,14.25,272.25
ocotepeque,2023-01-07,21.275,14.25,270.75
copan,2023-01-07,15.455,14.75,271.25
comayagua,2023-01-08,15.49,14.25,272.25
ocotepeque,2023-01-08,10.001,14.25,270.75
copan,2023-01-08,15.796,14.75,271.25
comayagua,2023-01-09,16.267,14.25,272.25
ocotepeque,2023-01-09,16.719,14.25,270.75
copan,2023-01-09,15.411,14.75,271.25
comayagua,2023-01-10,16.104,14.25,272.25
ocotepeque,2023-01-10,19.059,14.25,270.75
copan,2023-01-10,15.482,14.75,271.25
comayagua,2023-01-11,16.293,14.25,272.25
ocotepeque,2023-01-11,20.062,14.25,270.75
copan,2023-01-11,15.978,14.75,271.25
comayagua,2023-01-12,16.126,14.25,272.25
ocotepeque,2023-01-12,19.192,14.25,270.75
copan,2023-01-12,15.134,14.75,271.25
comayagua,2023-01-13,17.074,14.25,272.25
ocotepeque,2023-01-13,19.616,14.25,270.75
copan,2023-01-13,16.6,14.75,271.25
comayagua,2023-01-14,16.683,14.25,272.25
ocotepeque,2023-01-14,22.973,14.25,270.75
copan,2023-01-14,13.906,14.75,271.25
comayagua,2023-01-15,12.053,14.25,272.25
ocotepeque,2023-01-15,21.807,14.25,270.75
copan,2023-01-15,10.041,14.75,271.25
comayagua,2023-01-16,9.719,14.25,272.25
ocotepeque,2023-01-16,18.406,14.25,270.75
copan,2023-01-16,11.921,14.75,271.25
comayagua,2023-01-17,11.102,14.25,272.25
ocotepeque,2023-01-17,19.527,14.25,270.75
copan,2023-01-17,12.064,14.75,271.25
comayagua,2023-01-18,14.199,14.25,272.25
ocotepeque,2023-01-18,17.696,14.25,270.75
copan,2023-01-18,15.672,14.75,271.25
comayagua,2023-01-19,15.29,14.25,272.25
ocotepeque,2023-01-19,22.141,14.25,270.75
copan,2023-01-19,17.981,14.75,271.25
comayagua,2023-01-20,14.078,14.25,272.25
ocotepeque,2023-01-20,20.858,14.25,270.75
copan,2023-01-20,13.23,14.75,271.25
comayagua,2023-01-21,17.717,14.25,272.25
ocotepeque,2023-01-21,20.673,14.25,270.75
copan,2023-01-21,16.695,14.75,271.25
comayagua,2023-01-22,10.956,14.25,272.25
ocotepeque,2023-01-22,12.212,14.25,270.75
copan,2023-01-22,12.557,14.75,271.25
comayagua,2023-01-23,11.334,14.25,272.25
ocotepeque,2023-01-23,20.964,14.25,270.75
copan,2023-01-23,12.471,14.75,271.25
comayagua,2023-01-24,18.45,14.25,272.25
ocotepeque,2023-01-24,26.813,14.25,270.75
copan,2023-01-24,20.946,14.75,271.25
comayagua,2023-01-25,5.101,14.25,272.25
ocotepeque,2023-01-25,16.886,14.25,270.75
copan,2023-01-25,12.936,14.75,271.25
comayagua,2023-01-26,17.18,14.25,272.25
ocotepeque,2023-01-26,19.71,14.25,270.75
copan,2023-01-26,17.024,14.75,271.25
comayagua,2023-01-27,16.657,14.25,272.25
ocotepeque,2023-01-27,26.532,14.25,270.75
copan,2023-01-27,16.68,14.75,271.25
comayagua,2023-01-28,16.515,14.25,272.25
ocotepeque,2023-01-28,21.749,14.25,270.75
copan,2023-01-28,15.109,14.75,271.25
comayagua,2023-01-29,17.988,14.25,272.25
ocotepeque,2023-01-29,20.121,14.25,270.75
copan,2023-01-29,17.966,14.75,271.25
comayagua,2023-01-30,15.076,14.25,272.25
ocotepeque,2023-01-30,18.664,14.25,270.75
copan,2023-01-30,13.56,14.75,271.25
comayagua,2023-01-31,15.905,14.25,272.25
ocotepeque,2023-01-31,22.55,14.25,270.75
copan,2023-01-31,15.963,14.75,271.25
comayagua,2023-02-01,17.489,14.25,272.25
ocotepeque,2023-02-01,23.525,14.25,270.75
copan,2023-02-01,17.105,14.75,271.25
comayagua,2023-02-02,15.996,14.25,272.25
ocotepeque,2023-02-02,20.017,14.25,270.75
copan,2023-02-02,15.288,14.75,271.25
comayagua,2023-02-03,16.252,14.25,272.25
ocotepeque,2023-02-03,21.253,14.25,270.75
copan,2023-02-03,18.242,14.75,271.25
comayagua,2023-02-04,16.44,14.25,272.25
ocotepeque,2023-02-04,21.468,14.25,270.75
copan,2023-02-04,14.409,14.75,271.25
comayagua,2023-02-05,16.812,14.25,272.25
ocotepeque,2023-02-05,22.066,14.25,270.75
copan,2023-02-05,15.572,14.75,271.25
comayagua,2023-02-06,16.972,14.25,272.25
ocotepeque,2023-02-06,11.454,14.25,270.75
copan,2023-02-06,15.735,14.75,271.25
comayagua,2023-02-07,19.686,14.25,272.25
ocotepeque,2023-02-07,19.229,14.25,270.75
copan,2023-02-07,14.469,14.75,271.25
comayagua,2023-02-08,19.219,14.25,272.25
ocotepeque,2023-02-08,25.058,14.25,270.75
copan,2023-02-08,20.423,14.75,271.25
comayagua,2023-02-09,16.018,14.25,272.25
ocotepeque,2023-02-09,22.547,14.25,270.75
copan,2023-02-09,15.095,14.75,271.25
comayagua,2023-02-10,17.407,14.25,272.25
ocotepeque,2023-02-10,20.157,14.25,270.75
copan,2023-02-10,15.384,14.75,271.25
comayagua,2023-02-11,16.533,14.25,272.25
ocotepeque,2023-02-11,20.627,14.25,270.75
copan,2023-02-11,16.312,14.75,271.25
comayagua,2023-02-12,13.383,14.25,272.25
ocotepeque,2023-02-12,21.381,14.25,270.75
copan,2023-02-12,13.809,14.75,271.25
comayagua,2023-02-13,15.171,14.25,272.25
ocotepeque,2023-02-13,20.054,14.25,270.75
copan,2023-02-13,13.433,14.75,271.25
comayagua,2023-02-14,14.157,14.25,272.25
ocotepeque,2023-02-14,21.209,14.25,270.75
copan,2023-02-14,13.272,14.75,271.25
comayagua,2023-02-15,20.819,14.25,272.25
ocotepeque,2023-02-15,20.154,14.25,270.75
copan,2023-02-15,18.392,14.75,271.25
comayagua,2023-02-16,11.232,14.25,272.25
ocotepeque,2023-02-16,21.6,14.25,270.75
copan,2023-02-16,12.872,14.75,271.25
comayagua,2023-02-17,20.931,14.25,272.25
ocotepeque,2023-02-17,23.308,14.25,270.75
copan,2023-02-17,19.301,14.75,271.25
comayagua,2023-02-18,17.179,14.25,272.25
ocotepeque,2023-02-18,21.65,14.25,270.75
copan,2023-02-18,16.052,14.75,271.25
comayagua,2023-02-19,15.477,14.25,272.25
ocotepeque,2023-02-19,23.15,14.25,270.75
copan,2023-02-19,16.139,14.75,271.25
comayagua,2023-02-20,19.933,14.25,272.25
ocotepeque,2023-02-20,25.364,14.25,270.75
copan,2023-02-20,21.213,14.75,271.25
comayagua,2023-02-21,17.277,14.25,272.25
ocotepeque,2023-02-21,20.804,14.25,270.75
copan,2023-02-21,16.046,14.75,271.25
comayagua,2023-02-22,20.849,14.25,272.25
ocotepeque,2023-02-22,22.61,14.25,270.75
copan,2023-02-22,17.023,14.75,271.25
comayagua,2023-02-23,15.511,14.25,272.25
ocotepeque,2023-02-23,19.073,14.25,270.75
copan,2023-02-23,15.532,14.75,271.25
comayagua,2023-02-24,21.473,14.25,272.25
ocotepeque,2023-02-24,22.93,14.25,270.75
copan,2023-02-24,13.78,14.75,271.25
comayagua,2023-02-25,17.566,14.25,272.25
ocotepeque,2023-02-25,23.546,14.25,270.75
copan,2023-02-25,15.069,14.75,271.25
comayagua,2023-02-26,16.89,14.25,272.25
ocotepeque,2023-02-26,23.051,14.25,270.75
copan,2023-02-26,15.253,14.75,271.25
comayagua,2023-02-27,21.131,14.25,272.25
ocotepeque,2023-02-27,19.154,14.25,270.75
copan,2023-02-27,13.948,14.75,271.25
comayagua,2023-02-28,15.787,14.25,272.25
ocotepeque,2023-02-28,26.776,14.25,270.75
copan,2023-02-28,17.322,14.75,271.25
comayagua,2023-03-01,16.123,14.25,272.25
ocotepeque,2023-03-01,23.866,14.25,270.75
copan,2023-03-01,17.273,14.75,271.25
comayagua,2023-03-02,14.854,14.25,272.25
ocotepeque,2023-03-02,23.302,14.25,270.75
copan,2023-03-02,17.012,14.75,271.25
comayagua,2023-03-03,15.924,14.25,272.25
ocotepeque,2023-03-03,20.929,14.25,270.75
copan,2023-03-03,16.104,14.75,271.25
comayagua,2023-03-04,14.751,14.25,272.25
ocotepeque,2023-03-04,26.979,14.25,270.75
copan,2023-03-04,16.859,14.75,271.25
comayagua,2023-03-05,17.823,14.25,272.25
ocotepeque,2023-03-05,24.852,14.25,270.75
copan,2023-03-05,17.884,14.75,271.25
comayagua,2023-03-06,17.287,14.25,272.25
ocotepeque,2023-03-06,23.081,14.25,270.75
copan,2023-03-06,14.413,14.75,271.25
comayagua,2023-03-07,15.514,14.25,272.25
ocotepeque,2023-03-07,21.983,14.25,270.75
copan,2023-03-07,14.326,14.75,271.25
comayagua,2023-03-08,14.965,14.25,272.25
ocotepeque,2023-03-08,21.851,14.25,270.75
copan,2023-03-08,13.48,14.75,271.25
comayagua,2023-03-09,15.802,14.25,272.25
ocotepeque,2023-03-09,22.527,14.25,270.75
copan,2023-03-09,14.998,14.75,271.25
comayagua,2023-03-10,16.702,14.25,272.25
ocotepeque,2023-03-10,22.934,14.25,270.75
copan,2023-03-10,14.85,14.75,271.25
comayagua,2023-03-11,14.04,14.25,272.25
ocotepeque,2023-03-11,22.372,14.25,270.75
copan,2023-03-11,13.271,14.75,271.25
comayagua,2023-03-12,18.181,14.25,272.25
ocotepeque,2023-03-12,19.891,14.25,270.75
copan,2023-03-12,1.745,14.75,271.25
comayagua,2023-03-13,15.97,14.25,272.25
ocotepeque,2023-03-13,23.595,14.25,270.75
copan,2023-03-13,17.157,14.75,271.25
comayagua,2023-03-14,16.899,14.25,272.25
ocotepeque,2023-03-14,24.395,14.25,270.75
copan,2023-03-14,18.281,14.75,271.25
comayagua,2023-03-15,16.231,14.25,272.25
ocotepeque,2023-03-15,24.538,14.25,270.75
copan,2023-03-15,17.854,14.75,271.25
comayagua,2023-03-16,17.647,14.25,272.25
ocotepeque,2023-03-16,24.548,14.25,270.75
copan,2023-03-16,17.471,14.75,271.25
comayagua,2023-03-17,15.076,14.25,272.25
ocotepeque,2023-03-17,25.438,14.25,270.75
copan,2023-03-17,14.866,14.75,271.25
comayagua,2023-03-18,17.185,14.25,272.25
ocotepeque,2023-03-18,24.218,14.25,270.75
copan,2023-03-18,17.226,14.75,271.25
comayagua,2023-03-19,15.178,14.25,272.25
ocotepeque,2023-03-19,24.162,14.25,270.75
copan,2023-03-19,16.813,14.75,271.25
comayagua,2023-03-20,18.912,14.25,272.25
ocotepeque,2023-03-20,24.563,14.25,270.75
copan,2023-03-20,17.188,14.75,271.25
comayagua,2023-03-21,18.265,14.25,272.25
ocotepeque,2023-03-21,25.127,14.25,270.75
copan,2023-03-21,17.173,14.75,271.25
comayagua,2023-03-22,18.541,14.25,272.25
ocotepeque,2023-03-22,25.61,14.25,270.75
copan,2023-03-22,17.355,14.75,271.25
comayagua,2023-03-23,17.891,14.25,272.25
ocotepeque,2023-03-23,24.705,14.25,270.75
copan,2023-03-23,16.661,14.75,271.25
comayagua,2023-03-24,14.297,14.25,272.25
ocotepeque,2023-03-24,23.496,14.25,270.75
copan,2023-03-24,16.205,14.75,271.25
comayagua,2023-03-25,14.912,14.25,272.25
ocotepeque,2023-03-25,24.6,14.25,270.75
copan,2023-03-25,17.518,14.75,271.25
comayagua,2023-03-26,14.055,14.25,272.25
ocotepeque,2023-03-26,21.07,14.25,270.75
copan,2023-03-26,15.321,14.75,271.25
comayagua,2023-03-27,15.6,14.25,272.25
ocotepeque,2023-03-27,21.845,14.25,270.75
copan,2023-03-27,16.132,14.75,271.25
comayagua,2023-03-28,15.577,14.25,272.25
ocotepeque,2023-03-28,24.433,14.25,270.75
copan,2023-03-28,15.391,14.75,271.25
comayagua,2023-03-29,16.845,14.25,272.25
ocotepeque,2023-03-29,24.149,14.25,270.75
copan,2023-03-29,15.626,14.75,271.25
comayagua,2023-03-30,16.935,14.25,272.25
ocotepeque,2023-03-30,24.25,14.25,270.75
copan,2023-03-30,15.829,14.75,271.25
comayagua,2023-03-31,17.132,14.25,272.25
ocotepeque,2023-03-31,24.544,14.25,270.75
copan,2023-03-31,16.96,14.75,271.25
comayagua,2023-04-01,16.357,14.25,272.25
ocotepeque,2023-04-01,26.384,14.25,270.75
copan,2023-04-01,14.496,14.75,271.25
comayagua,2023-04-02,16.582,14.25,272.25
ocotepeque,2023-04-02,23.767,14.25,270.75
copan,2023-04-02,15.229,14.75,271.25
comayagua,2023-04-03,15.812,14.25,272.25
ocotepeque,2023-04-03,23.073,14.25,270.75
copan,2023-04-03,13.856,14.75,271.25
comayagua,2023-04-04,13.531,14.25,272.25
ocotepeque,2023-04-04,23.817,14.25,270.75
copan,2023-04-04,14.365,14.75,271.25
comayagua,2023-04-05,14.911,14.25,272.25
ocotepeque,2023-04-05,23.792,14.25,270.75
copan,2023-04-05,16.461,14.75,271.25
comayagua,2023-04-06,15.956,14.25,272.25
ocotepeque,2023-04-06,24.495,14.25,270.75
copan,2023-04-06,15.932,14.75,271.25
comayagua,2023-04-07,16.918,14.25,272.25
ocotepeque,2023-04-07,23.371,14.25,270.75
copan,2023-04-07,16.37,14.75,271.25
comayagua,2023-04-08,15.745,14.25,272.25
ocotepeque,2023-04-08,14.888,14.25,270.75
copan,2023-04-08,13.882,14.75,271.25
comayagua,2023-04-09,16.537,14.25,272.25
ocotepeque,2023-04-09,23.505,14.25,270.75
copan,2023-04-09,14.721,14.75,271.25
comayagua,2023-04-10,15.814,14.25,272.25
ocotepeque,2023-04-10,23.856,14.25,270.75
copan,2023-04-10,13.467,14.75,271.25
comayagua,2023-04-11,14.715,14.25,272.25
ocotepeque,2023-04-11,20.592,14.25,270.75
copan,2023-04-11,13.631,14.75,271.25
comayagua,2023-04-12,15.427,14.25,272.25
ocotepeque,2023-04-12,22.028,14.25,270.75
copan,2023-04-12,13.474,14.75,271.25
comayagua,2023-04-13,16.643,14.25,272.25
ocotepeque,2023-04-13,26.322,14.25,270.75
copan,2023-04-13,14.552,14.75,271.25
comayagua,2023-04-14,5.847,14.25,272.25
ocotepeque,2023-04-14,24.297,14.25,270.75
copan,2023-04-14,15.384,14.75,271.25
comayagua,2023-04-15,19.933,14.25,272.25
ocotepeque,2023-04-15,23.008,14.25,270.75
copan,2023-04-15,18.264,14.75,271.25
comayagua,2023-04-16,18.72,14.25,272.25
ocotepeque,2023-04-16,26.122,14.25,270.75
copan,2023-04-16,18.555,14.75,271.25
comayagua,2023-04-17,18.039,14.25,272.25
ocotepeque,2023-04-17,24.716,14.25,270.75
copan,2023-04-17,19.008,14.75,271.25
comayagua,2023-04-18,17.423,14.25,272.25
ocotepeque,2023-04-18,24.418,14.25,270.75
copan,2023-04-18,16.327,14.75,271.25
comayagua,2023-04-19,17.169,14.25,272.25
ocotepeque,2023-04-19,21.927,14.25,270.75
copan,2023-04-19,17.065,14.75,271.25
comayagua,2023-04-20,17.231,14.25,272.25
ocotepeque,2023-04-20,22.541,14.25,270.75
copan,2023-04-20,17.114,14.75,271.25
comayagua,2023-04-21,16.693,14.25,272.25
ocotepeque,2023-04-21,18.488,14.25,270.75
copan,2023-04-21,18.653,14.75,271.25
comayagua,2023-04-22,19.501,14.25,272.25
ocotepeque,2023-04-22,25.736,14.25,270.75
copan,2023-04-22,18.327,14.75,271.25
comayagua,2023-04-23,16.495,14.25,272.25
ocotepeque,2023-04-23,24.232,14.25,270.75
copan,2023-04-23,16.896,14.75,271.25
comayagua,2023-04-24,18.419,14.25,272.25
ocotepeque,2023-04-24,25.059,14.25,270.75
copan,2023-04-24,18.156,14.75,271.25
comayagua,2023-04-25,17.552,14.25,272.25
ocotepeque,2023-04-25,25.185,14.25,270.75
copan,2023-04-25,18.193,14.75,271.25
comayagua,2023-04-26,18.865,14.25,272.25
ocotepeque,2023-04-26,23.131,14.25,270.75
copan,2023-04-26,19.891,14.75,271.25
comayagua,2023-04-27,18.686,14.25,272.25
ocotepeque,2023-04-27,26.985,14.25,270.75
copan,2023-04-27,19.226,14.75,271.25
comayagua,2023-04-28,17.639,14.25,272.25
ocotepeque,2023-04-28,25.604,14.25,270.75
copan,2023-04-28,19.669,14.75,271.25
comayagua,2023-04-29,19.722,14.25,272.25
ocotepeque,2023-04-29,24.996,14.25,270.75
copan,2023-04-29,19.879,14.75,271.25
comayagua,2023-04-30,18.855,14.25,272.25
ocotepeque,2023-04-30,22.524,14.25,270.75
copan,2023-04-30,18.114,14.75,271.25
comayagua,2023-05-01,19.475,14.25,272.25
ocotepeque,2023-05-01,24.85,14.25,270.75
copan,2023-05-01,18.358,14.75,271.25
comayagua,2023-05-02,17.23,14.25,272.25
ocotepeque,2023-05-02,24.674,14.25,270.75
copan,2023-05-02,19.618,14.75,271.25
comayagua,2023-05-03,17.908,14.25,272.25
ocotepeque,2023-05-03,25.002,14.25,270.75
copan,2023-05-03,18.876,14.75,271.25
comayagua,2023-05-04,16.259,14.25,272.25
ocotepeque,2023-05-04,24.446,14.25,270.75
copan,2023-05-04,16.109,14.75,271.25
comayagua,2023-05-05,18.815,14.25,272.25
ocotepeque,2023-05-05,24.696,14.25,270.75
copan,2023-05-05,19.173,14.75,271.25
comayagua,2023-05-06,18.613,14.25,272.25
ocotepeque,2023-05-06,25.273,14.25,270.75
copan,2023-05-06,18.212,14.75,271.25
comayagua,2023-05-07,19.066,14.25,272.25
ocotepeque,2023-05-07,28.302,14.25,270.75
copan,2023-05-07,19.166,14.75,271.25
comayagua,2023-05-08,18.415,14.25,272.25
ocotepeque,2023-05-08,25.263,14.25,270.75
