town,date,tmax_c,grid_lat,grid_lon
copan,2023-04-25,33.122,14.75,271.25
comayagua,2023-04-26,29.164,14.25,272.25
ocotepeque,2023-04-26,30.826,14.25,270.75
copan,2023-04-26,33.789,14.75,271.25
comayagua,2023-04-27,29.009,14.25,272.25
ocotepeque,2023-04-27,32.111,14.25,270.75
copan,2023-04-27,31.742,14.75,271.25
comayagua,2023-04-28,30.153,14.25,272.25
ocotepeque,2023-04-28,32.905,14.25,270.75
copan,2023-04-28,34.653,14.75,271.25
comayagua,2023-04-29,29.56,14.25,272.25
ocotepeque,2023-04-29,32.374,14.25,270.75
copan,2023-04-29,31.895,14.75,271.25
comayagua,2023-04-30,29.98,14.25,272.25
ocotepeque,2023-04-30,29.823,14.25,270.75
copan,2023-04-30,28.122,14.75,271.25
comayagua,2023-05-01,30.416,14.25,272.25
ocotepeque,2023-05-01,32.63,14.25,270.75
copan,2023-05-01,31.527,14.75,271.25
comayagua,2023-05-02,28.932,14.25,272.25
ocotepeque,2023-05-02,31.517,14.25,270.75
copan,2023-05-02,31.022,14.75,271.25
comayagua,2023-05-03,31.524,14.25,272.25
ocotepeque,2023-05-03,34.873,14.25,270.75
copan,2023-05-03,31.697,14.75,271.25
comayagua,2023-05-04,31.091,14.25,272.25
ocotepeque,2023-05-04,34.997,14.25,270.75
copan,2023-05-04,31.508,14.75,271.25
comayagua,2023-05-05,32.64,14.25,272.25
ocotepeque,2023-05-05,34.039,14.25,270.75
copan,2023-05-05,33.305,14.75,271.25
comayagua,2023-05-06,31.91,14.25,272.25
ocotepeque,2023-05-06,36.029,14.25,270.75
copan,2023-05-06,32.443,14.75,271.25
comayagua,2023-05-07,30.644,14.25,272.25
ocotepeque,2023-05-07,35.573,14.25,270.75
copan,2023-05-07,31.133,14.75,271.25
comayagua,2023-05-08,30.6,14.25,272.25
ocotepeque,2023-05-08,34.421,14.25,270.75
copan,2023-05-08,30.693,14.75,271.25
comayagua,2023-05-09,31.406,14.25,272.25
ocotepeque,2023-05-09,32.529,14.25,270.75
copan,2023-05-09,31.237,14.75,271.25
comayagua,2023-05-10,30.163,14.25,272.25
ocotepeque,2023-05-10,32.028,14.25,270.75
copan,2023-05-10,32.427,14.75,271.25
comayagua,2023-05-11,30.128,14.25,272.25
ocotepeque,2023-05-11,33.318,14.25,270.75
copan,2023-05-11,31.459,14.75,271.25
comayagua,2023-05-12,29.664,14.25,272.25
ocotepeque,2023-05-12,33.164,14.25,270.75
copan,2023-05-12,29.867,14.75,271.25
comayagua,2023-05-13,29.794,14.25,272.25
ocotepeque,2023-05-13,28.463,14.25,270.75
copan,2023-05-13,30.119,14.75,271.25
comayagua,2023-05-14,29.256,14.25,272.25
ocotepeque,2023-05-14,30.937,14.25,270.75
copan,2023-05-14,26.829,14.75,271.25
comayagua,2023-05-15,29.72,14.25,272.25
ocotepeque,2023-05-15,33.9,14.25,270.75
copan,2023-05-15,29.011,14.75,271.25
comayagua,2023-05-16,29.978,14.25,272.25
ocotepeque,2023-05-16,30.043,14.25,270.75
copan,2023-05-16,29.329,14.75,271.25
comayagua,2023-05-17,31.613,14.25,272.25
ocotepeque,2023-05-17,34.029,14.25,270.75
copan,2023-05-17,31.246,14.75,271.25
comayagua,2023-05-18,32.548,14.25,272.25
ocotepeque,2023-05-18,34.936,14.25,270.75
copan,2023-05-18,32.192,14.75,271.25
comayagua,2023-05-19,31.246,14.25,272.25
ocotepeque,2023-05-19,35.675,14.25,270.75
copan,2023-05-19,31.584,14.75,271.25
comayagua,2023-05-20,29.551,14.25,272.25
ocotepeque,2023-05-20,34.459,14.25,270.75
copan,2023-05-20,28.941,14.75,271.25
comayagua,2023-05-21,30.349,14.25,272.25
ocotepeque,2023-05-21,34.103,14.25,270.75
copan,2023-05-21,29.842,14.75,271.25
comayagua,2023-05-22,30.662,14.25,272.25
ocotepeque,2023-05-22,32.661,14.25,270.75
copan,2023-05-22,29.438,14.75,271.25
comayagua,2023-05-23,31.207,14.25,272.25
ocotepeque,2023-05-23,33.928,14.25,270.75
copan,2023-05-23,31.26,14.75,271.25
comayagua,2023-05-24,32.554,14.25,272.25
ocotepeque,2023-05-24,34.399,14.25,270.75
copan,2023-05-24,32.669,14.75,271.25
comayagua,2023-05-25,32.111,14.25,272.25
ocotepeque,2023-05-25,34.035,14.25,270.75
copan,2023-05-25,31.448,14.75,271.25
comayagua,2023-05-26,29.821,14.25,272.25
ocotepeque,2023-05-26,30.382,14.25,270.75
copan,2023-05-26,31.485,14.75,271.25
comayagua,2023-05-27,31.486,14.25,272.25
ocotepeque,2023-05-27,32.692,14.25,270.75
copan,2023-05-27,30.353,14.75,271.25
comayagua,2023-05-28,30.227,14.25,272.25
ocotepeque,2023-05-28,31.909,14.25,270.75
copan,2023-05-28,31.628,14.75,271.25
comayagua,2023-05-29,29.648,14.25,272.25
ocotepeque,2023-05-29,32.337,14.25,270.75
copan,2023-05-29,31.498,14.75,271.25
comayagua,2023-05-30,28.153,14.25,272.25
ocotepeque,2023-05-30,29.203,14.25,270.75
copan,2023-05-30,30.802,14.75,271.25
comayagua,2023-05-31,28.031,14.25,272.25
ocotepeque,2023-05-31,30.143,14.25,270.75
copan,2023-05-31,30.039,14.75,271.25
comayagua,2023-06-01,31.318,14.25,272.25
ocotepeque,2023-06-01,32.312,14.25,270.75
copan,2023-06-01,32.698,14.75,271.25
comayagua,2023-06-02,30.242,14.25,272.25
ocotepeque,2023-06-02,31.966,14.25,270.75
copan,2023-06-02,32.201,14.75,271.25
comayagua,2023-06-03,29.735,14.25,272.25
ocotepeque,2023-06-03,33.219,14.25,270.75
copan,2023-06-03,32.533,14.75,271.25
comayagua,2023-06-04,30.358,14.25,272.25
ocotepeque,2023-06-04,33.299,14.25,270.75
copan,2023-06-04,34.053,14.75,271.25
comayagua,2023-06-05,28.607,14.25,272.25
ocotepeque,2023-06-05,30.594,14.25,270.75
copan,2023-06-05,29.241,14.75,271.25
comayagua,2023-06-06,29.978,14.25,272.25
ocotepeque,2023-06-06,32.133,14.25,270.75
copan,2023-06-06,31.101,14.75,271.25
comayagua,2023-06-07,26.255,14.25,272.25
ocotepeque,2023-06-07,28.438,14.25,270.75
copan,2023-06-07,28.995,14.75,271.25
comayagua,2023-06-08,28.699,14.25,272.25
ocotepeque,2023-06-08,31.353,14.25,270.75
copan,2023-06-08,32.869,14.75,271.25
comayagua,2023-06-09,30.385,14.25,272.25
ocotepeque,2023-06-09,33.344,14.25,270.75
copan,2023-06-09,33.465,14.75,271.25
comayagua,2023-06-10,29.758,14.25,272.25
ocotepeque,2023-06-10,32.393,14.25,270.75
copan,2023-06-10,33.514,14.75,271.25
comayagua,2023-06-11,30.76,14.25,272.25
ocotepeque,2023-06-11,33.621,14.25,270.75
copan,2023-06-11,32.731,14.75,271.25
comayagua,2023-06-12,31.4,14.25,272.25
ocotepeque,2023-06-12,32.314,14.25,270.75
copan,2023-06-12,33.39,14.75,271.25
comayagua,2023-06-13,30.953,14.25,272.25
ocotepeque,2023-06-13,32.97,14.25,270.75
copan,2023-06-13,30.921,14.75,271.25
comayagua,2023-06-14,29.983,14.25,272.25
ocotepeque,2023-06-14,33.091,14.25,270.75
copan,2023-06-14,33.152,14.75,271.25
comayagua,2023-06-15,29.617,14.25,272.25
ocotepeque,2023-06-15,33.2,14.25,270.75
copan,2023-06-15,31.935,14.75,271.25
comayagua,2023-06-16,29.816,14.25,272.25
ocotepeque,2023-06-16,33.097,14.25,270.75
copan,2023-06-16,33.783,14.75,271.25
comayagua,2023-06-17,30.082,14.25,272.25
ocotepeque,2023-06-17,34.127,14.25,270.75
copan,2023-06-17,31.822,14.75,271.25
comayagua,2023-06-18,29.81,14.25,272.25
ocotepeque,2023-06-18,30.404,14.25,270.75
copan,2023-06-18,30.146,14.75,271.25
comayagua,2023-06-19,28.305,14.25,272.25
ocotepeque,2023-06-19,30.81,14.25,270.75
copan,2023-06-19,29.041,14.75,271.25
comayagua,2023-06-20,29.527,14.25,272.25
ocotepeque,2023-06-20,31.417,14.25,270.75
copan,2023-06-20,29.886,14.75,271.25
comayagua,2023-06-21,28.771,14.25,272.25
ocotepeque,2023-06-21,30.099,14.25,270.75
copan,2023-06-21,28.324,14.75,271.25
comayagua,2023-06-22,27.995,14.25,272.25
ocotepeque,2023-06-22,32.715,14.25,270.75
copan,2023-06-22,29.934,14.75,271.25
comayagua,2023-06-23,29.216,14.25,272.25
ocotepeque,2023-06-23,31.958,14.25,270.75
copan,2023-06-23,31.458,14.75,271.25
comayagua,2023-06-24,28.251,14.25,272.25
ocotepeque,2023-06-24,29.554,14.25,270.75
copan,2023-06-24,29.228,14.75,271.25
comayagua,2023-06-25,29.297,14.25,272.25
ocotepeque,2023-06-25,30.144,14.25,270.75
copan,2023-06-25,29.26,14.75,271.25
comayagua,2023-06-26,29.179,14.25,272.25
ocotepeque,2023-06-26,31.918,14.25,270.75
copan,2023-06-26,29.068,14.75,271.25
comayagua,2023-06-27,25.642,14.25,272.25
ocotepeque,2023-06-27,27.512,14.25,270.75
copan,2023-06-27,26.0,14.75,271.25
comayagua,2023-06-28,28.584,14.25,272.25
ocotepeque,2023-06-28,29.148,14.25,270.75
copan,2023-06-28,29.275,14.75,271.25
comayagua,2023-06-29,30.147,14.25,272.25
ocotepeque,2023-06-29,32.653,14.25,270.75
copan,2023-06-29,29.635,14.75,271.25
comayagua,2023-06-30,29.48,14.25,272.25
ocotepeque,2023-06-30,32.464,14.25,270.75
copan,2023-06-30,28.548,14.75,271.25
comayagua,2023-07-01,29.592,14.25,272.25
ocotepeque,2023-07-01,33.116,14.25,270.75
copan,2023-07-01,29.345,14.75,271.25
comayagua,2023-07-02,26.556,14.25,272.25
ocotepeque,2023-07-02,27.497,14.25,270.75
copan,2023-07-02,25.86,14.75,271.25
comayagua,2023-07-03,28.865,14.25,272.25
ocotepeque,2023-07-03,30.242,14.25,270.75
copan,2023-07-03,28.979,14.75,271.25
comayagua,2023-07-04,26.838,14.25,272.25
ocotepeque,2023-07-04,28.894,14.25,270.75
copan,2023-07-04,26.225,14.75,271.25
comayagua,2023-07-05,30.24,14.25,272.25
ocotepeque,2023-07-05,31.316,14.25,270.75
copan,2023-07-05,29.882,14.75,271.25
comayagua,2023-07-06,28.413,14.25,272.25
ocotepeque,2023-07-06,30.795,14.25,270.75
copan,2023-07-06,28.414,14.75,271.25
comayagua,2023-07-07,28.21,14.25,272.25
ocotepeque,2023-07-07,30.638,14.25,270.75
copan,2023-07-07,29.104,14.75,271.25
comayagua,2023-07-08,27.305,14.25,272.25
ocotepeque,2023-07-08,27.158,14.25,270.75
copan,2023-07-08,26.785,14.75,271.25
comayagua,2023-07-09,28.816,14.25,272.25
ocotepeque,2023-07-09,31.245,14.25,270.75
copan,2023-07-09,28.959,14.75,271.25
comayagua,2023-07-10,28.801,14.25,272.25
ocotepeque,2023-07-10,29.745,14.25,270.75
copan,2023-07-10,29.536,14.75,271.25
comayagua,2023-07-11,29.993,14.25,272.25
ocotepeque,2023-07-11,30.426,14.25,270.75
copan,2023-07-11,30.09,14.75,271.25
comayagua,2023-07-12,29.169,14.25,272.25
ocotepeque,2023-07-12,29.843,14.25,270.75
copan,2023-07-12,28.365,14.75,271.25
comayagua,2023-07-13,28.15,14.25,272.25
ocotepeque,2023-07-13,29.127,14.25,270.75
copan,2023-07-13,28.745,14.75,271.25
comayagua,2023-07-14,29.409,14.25,272.25
ocotepeque,2023-07-14,31.09,14.25,270.75
copan,2023-07-14,28.714,14.75,271.25
comayagua,2023-07-15,29.49,14.25,272.25
ocotepeque,2023-07-15,32.562,14.25,270.75
copan,2023-07-15,29.02,14.75,271.25
comayagua,2023-07-16,27.387,14.25,272.25
ocotepeque,2023-07-16,30.671,14.25,270.75
copan,2023-07-16,27.07,14.75,271.25
comayagua,2023-07-17,28.582,14.25,272.25
ocotepeque,2023-07-17,31.444,14.25,270.75
copan,2023-07-17,27.946,14.75,271.25
comayagua,2023-07-18,29.192,14.25,272.25
ocotepeque,2023-07-18,32.323,14.25,270.75
copan,2023-07-18,29.176,14.75,271.25
comayagua,2023-07-19,28.424,14.25,272.25
ocotepeque,2023-07-19,32.079,14.25,270.75
copan,2023-07-19,28.071,14.75,271.25
comayagua,2023-07-20,28.741,14.25,272.25
ocotepeque,2023-07-20,32.216,14.25,270.75
copan,2023-07-20,28.999,14.75,271.25
comayagua,2023-07-21,29.362,14.25,272.25
ocotepeque,2023-07-21,33.023,14.25,270.75
copan,2023-07-21,29.974,14.75,271.25
comayagua,2023-07-22,29.408,14.25,272.25
ocotepeque,2023-07-22,31.545,14.25,270.75
copan,2023-07-22,29.198,14.75,271.25
comayagua,2023-07-23,29.801,14.25,272.25
ocotepeque,2023-07-23,32.166,14.25,270.75
copan,2023-07-23,29.466,14.75,271.25
comayagua,2023-07-24,28.46,14.25,272.25
ocotepeque,2023-07-24,29.485,14.25,270.75
copan,2023-07-24,22.404,14.75,271.25
comayagua,2023-07-25,29.239,14.25,272.25
ocotepeque,2023-07-25,31.402,14.25,270.75
copan,2023-07-25,28.409,14.75,271.25
comayagua,2023-07-26,28.11,14.25,272.25
ocotepeque,2023-07-26,31.592,14.25,270.75
copan,2023-07-26,26.852,14.75,271.25
comayagua,2023-07-27,29.608,14.25,272.25
ocotepeque,2023-07-27,32.2,14.25,270.75
copan,2023-07-27,28.915,14.75,271.25
comayagua,2023-07-28,28.683,14.25,272.25
ocotepeque,2023-07-28,31.944,14.25,270.75
copan,2023-07-28,27.826,14.75,271.25
comayagua,2023-07-29,25.665,14.25,272.25
ocotepeque,2023-07-29,31.41,14.25,270.75
copan,2023-07-29,28.004,14.75,271.25
comayagua,2023-07-30,29.01,14.25,272.25
ocotepeque,2023-07-30,31.676,14.25,270.75
copan,2023-07-30,28.336,14.75,271.25
comayagua,2023-07-31,28.22,14.25,272.25
ocotepeque,2023-07-31,31.535,14.25,270.75
copan,2023-07-31,26.958,14.75,271.25
comayagua,2023-08-01,28.073,14.25,272.25
ocotepeque,2023-08-01,30.489,14.25,270.75
copan,2023-08-01,28.388,14.75,271.25
comayagua,2023-08-02,28.748,14.25,272.25
ocotepeque,2023-08-02,29.813,14.25,270.75
copan,2023-08-02,27.084,14.75,271.25
comayagua,2023-08-03,29.697,14.25,272.25
ocotepeque,2023-08-03,31.607,14.25,270.75
copan,2023-08-03,29.283,14.75,271.25
comayagua,2023-08-04,30.237,14.25,272.25
ocotepeque,2023-08-04,32.394,14.25,270.75
copan,2023-08-04,29.286,14.75,271.25
comayagua,2023-08-05,30.044,14.25,272.25
ocotepeque,2023-08-05,33.192,14.25,270.75
copan,2023-08-05,29.467,14.75,271.25
comayagua,2023-08-06,29.087,14.25,272.25
ocotepeque,2023-08-06,30.186,14.25,270.75
copan,2023-08-06,29.026,14.75,271.25
comayagua,2023-08-07,29.148,14.25,272.25
ocotepeque,2023-08-07,31.384,14.25,270.75
copan,2023-08-07,27.475,14.75,271.25
comayagua,2023-08-08,29.245,14.25,272.25
ocotepeque,2023-08-08,32.666,14.25,270.75
copan,2023-08-08,26.357,14.75,271.25
comayagua,2023-08-09,29.745,14.25,272.25
ocotepeque,2023-08-09,32.194,14.25,270.75
copan,2023-08-09,30.768,14.75,271.25
comayagua,2023-08-10,31.313,14.25,272.25
ocotepeque,2023-08-10,32.951,14.25,270.75
copan,2023-08-10,31.235,14.75,271.25
comayagua,2023-08-11,29.534,14.25,272.25
ocotepeque,2023-08-11,31.048,14.25,270.75
copan,2023-08-11,30.177,14.75,271.25
comayagua,2023-08-12,30.178,14.25,272.25
ocotepeque,2023-08-12,33.466,14.25,270.75
copan,2023-08-12,29.902,14.75,271.25
comayagua,2023-08-13,28.674,14.25,272.25
ocotepeque,2023-08-13,29.347,14.25,270.75
copan,2023-08-13,28.432,14.75,271.25
comayagua,2023-08-14,29.226,14.25,272.25
ocotepeque,2023-08-14,30.355,14.25,270.75
copan,2023-08-14,30.054,14.75,271.25
comayagua,2023-08-15,28.154,14.25,272.25
ocotepeque,2023-08-15,26.682,14.25,270.75
copan,2023-08-15,24.384,14.75,271.25
comayagua,2023-08-16,29.672,14.25,272.25
ocotepeque,2023-08-16,31.973,14.25,270.75
copan,2023-08-16,29.418,14.75,271.25
comayagua,2023-08-17,29.281,14.25,272.25
ocotepeque,2023-08-17,32.355,14.25,270.75
copan,2023-08-17,29.253,14.75,271.25
comayagua,2023-08-18,29.085,14.25,272.25
ocotepeque,2023-08-18,30.975,14.25,270.75
copan,2023-08-18,29.068,14.75,271.25
comayagua,2023-08-19,29.295,14.25,272.25
ocotepeque,2023-08-19,32.33,14.25,270.75
copan,2023-08-19,29.39,14.75,271.25
comayagua,2023-08-20,28.967,14.25,272.25
ocotepeque,2023-08-20,30.617,14.25,270.75
copan,2023-08-20,28.121,14.75,271.25
comayagua,2023-08-21,29.205,14.25,272.25
ocotepeque,2023-08-21,31.67,14.25,270.75
copan,2023-08-21,29.069,14.75,271.25
comayagua,2023-08-22,28.081,14.25,272.25
ocotepeque,2023-08-22,30.423,14.25,270.75
copan,2023-08-22,28.438,14.75,271.25
comayagua,2023-08-23,29.047,14.25,272.25
ocotepeque,2023-08-23,30.33,14.25,270.75
copan,2023-08-23,29.086,14.75,271.25
comayagua,2023-08-24,26.051,14.25,272.25
ocotepeque,2023-08-24,28.159,14.25,270.75
copan,2023-08-24,26.757,14.75,271.25
comayagua,2023-08-25,27.899,14.25,272.25
ocotepeque,2023-08-25,30.084,14.25,270.75
copan,2023-08-25,29.078,14.75,271.25
comayagua,2023-08-26,29.896,14.25,272.25
ocotepeque,2023-08-26,30.83,14.25,270.75
copan,2023-08-26,29.643,14.75,271.25
comayagua,2023-08-27,29.054,14.25,272.25
ocotepeque,2023-08-27,30.361,14.25,270.75
copan,2023-08-27,28.733,14.75,271.25
comayagua,2023-08-28,26.112,14.25,272.25
ocotepeque,2023-08-28,29.158,14.25,270.75
copan,2023-08-28,27.499,14.75,271.25
comayagua,2023-08-29,27.848,14.25,272.25
ocotepeque,2023-08-29,29.901,14.25,270.75
copan,2023-08-29,28.66,14.75,271.25
comayagua,2023-08-30,29.045,14.25,272.25
ocotepeque,2023-08-30,31.077,14.25,270.75
copan,2023-08-30,28.927,14.75,271.25
comayagua,2023-08-31,31.046,14.25,272.25
ocotepeque,2023-08-31,33.038,14.25,270.75
copan,2023-08-31,30.104,14.75,271.25
comayagua,2023-09-01,29.271,14.25,272.25
ocotepeque,2023-09-01,32.656,14.25,270.75
copan,2023-09-01,29.224,14.75,271.25
comayagua,2023-09-02,29.705,14.25,272.25
ocotepeque,2023-09-02,30.455,14.25,270.75
copan,2023-09-02,28.734,14.75,271.25
comayagua,2023-09-03,28.616,14.25,272.25
ocotepeque,2023-09-03,31.075,14.25,270.75
copan,2023-09-03,28.074,14.75,271.25
comayagua,2023-09-04,29.391,14.25,272.25
ocotepeque,2023-09-04,31.377,14.25,270.75
copan,2023-09-04,29.083,14.75,271.25
comayagua,2023-09-05,28.421,14.25,272.25
ocotepeque,2023-09-05,29.944,14.25,270.75
copan,2023-09-05,29.646,14.75,271.25
comayagua,2023-09-06,29.961,14.25,272.25
ocotepeque,2023-09-06,32.219,14.25,270.75
copan,2023-09-06,30.272,14.75,271.25
comayagua,2023-09-07,29.335,14.25,272.25
ocotepeque,2023-09-07,31.555,14.25,270.75
copan,2023-09-07,29.073,14.75,271.25
comayagua,2023-09-08,30.135,14.25,272.25
ocotepeque,2023-09-08,31.984,14.25,270.75
copan,2023-09-08,29.751,14.75,271.25
comayagua,2023-09-09,30.183,14.25,272.25
ocotepeque,2023-09-09,31.68,14.25,270.75
copan,2023-09-09,29.475,14.75,271.25
comayagua,2023-09-10,29.226,14.25,272.25
ocotepeque,2023-09-10,31.551,14.25,270.75
copan,2023-09-10,30.961,14.75,271.25
comayagua,2023-09-11,28.983,14.25,272.25
ocotepeque,2023-09-11,31.203,14.25,270.75
copan,2023-09-11,28.654,14.75,271.25
comayagua,2023-09-12,29.184,14.25,272.25
ocotepeque,2023-09-12,31.928,14.25,270.75
copan,2023-09-12,29.238,14.75,271.25
comayagua,2023-09-13,29.839,14.25,272.25
ocotepeque,2023-09-13,30.286,14.25,270.75
copan,2023-09-13,30.074,14.75,271.25
comayagua,2023-09-14,27.966,14.25,272.25
ocotepeque,2023-09-14,31.042,14.25,270.75
copan,2023-09-14,28.711,14.75,271.25
comayagua,2023-09-15,30.101,14.25,272.25
ocotepeque,2023-09-15,31.808,14.25,270.75
copan,2023-09-15,30.339,14.75,271.25
comayagua,2023-09-16,30.193,14.25,272.25
ocotepeque,2023-09-16,32.321,14.25,270.75
copan,2023-09-16,29.736,14.75,271.25
comayagua,2023-09-17,30.203,14.25,272.25
ocotepeque,2023-09-17,31.611,14.25,270.75
copan,2023-09-17,30.737,14.75,271.25
comayagua,2023-09-18,30.143,14.25,272.25
ocotepeque,2023-09-18,31.839,14.25,270.75
copan,2023-09-18,29.962,14.75,271.25
comayagua,2023-09-19,29.39,14.25,272.25
ocotepeque,2023-09-19,30.094,14.25,270.75
copan,2023-09-19,29.955,14.75,271.25
comayagua,2023-09-20,29.91,14.25,272.25
ocotepeque,2023-09-20,28.389,14.25,270.75
copan,2023-09-20,29.076,14.75,271.25
comayagua,2023-09-21,29.631,14.25,272.25
ocotepeque,2023-09-21,31.149,14.25,270.75
copan,2023-09-21,29.032,14.75,271.25
comayagua,2023-09-22,29.513,14.25,272.25
ocotepeque,2023-09-22,31.806,14.25,270.75
copan,2023-09-22,29.296,14.75,271.25
comayagua,2023-09-23,29.939,14.25,272.25
ocotepeque,2023-09-23,31.192,14.25,270.75
copan,2023-09-23,29.466,14.75,271.25
comayagua,2023-09-24,31.375,14.25,272.25
ocotepeque,2023-09-24,35.576,14.25,270.75
copan,2023-09-24,29.538,14.75,271.25
comayagua,2023-09-25,29.32,14.25,272.25
ocotepeque,2023-09-25,29.75,14.25,270.75
copan,2023-09-25,30.004,14.75,271.25
comayagua,2023-09-26,29.391,14.25,272.25
ocotepeque,2023-09-26,30.816,14.25,270.75
copan,2023-09-26,28.585,14.75,271.25
comayagua,2023-09-27,29.077,14.25,272.25
ocotepeque,2023-09-27,31.814,14.25,270.75
copan,2023-09-27,28.398,14.75,271.25
comayagua,2023-09-28,29.488,14.25,272.25
ocotepeque,2023-09-28,29.418,14.25,270.75
copan,2023-09-28,28.895,14.75,271.25
comayagua,2023-09-29,28.833,14.25,272.25
ocotepeque,2023-09-29,31.622,14.25,270.75
copan,2023-09-29,29.108,14.75,271.25
comayagua,2023-09-30,29.919,14.25,272.25
ocotepeque,2023-09-30,31.654,14.25,270.75
copan,2023-09-30,29.767,14.75,271.25
comayagua,2023-10-01,29.354,14.25,272.25
ocotepeque,2023-10-01,31.184,14.25,270.75
copan,2023-10-01,28.94,14.75,271.25
comayagua,2023-10-02,29.495,14.25,272.25
ocotepeque,2023-10-02,30.567,14.25,270.75
copan,2023-10-02,29.307,14.75,271.25
comayagua,2023-10-03,28.86,14.25,272.25
ocotepeque,2023-10-03,29.641,14.25,270.75
copan,2023-10-03,28.853,14.75,271.25
comayagua,2023-10-04,28.735,14.25,272.25
ocotepeque,2023-10-04,30.087,14.25,270.75
copan,2023-10-04,29.163,14.75,271.25
comayagua,2023-10-05,28.337,14.25,272.25
ocotepeque,2023-10-05,30.807,14.25,270.75
copan,2023-10-05,30.462,14.75,271.25
comayagua,2023-10-06,28.493,14.25,272.25
ocotepeque,2023-10-06,31.067,14.25,270.75
copan,2023-10-06,29.727,14.75,271.25
comayagua,2023-10-07,29.616,14.25,272.25
ocotepeque,2023-10-07,29.774,14.25,270.75
copan,2023-10-07,28.05,14.75,271.25
comayagua,2023-10-08,29.132,14.25,272.25
ocotepeque,2023-10-08,31.384,14.25,270.75
copan,2023-10-08,30.079,14.75,271.25
comayagua,2023-10-09,28.703,14.25,272.25
ocotepeque,2023-10-09,28.3,14.25,270.75
copan,2023-10-09,28.857,14.75,271.25
comayagua,2023-10-10,27.914,14.25,272.25
ocotepeque,2023-10-10,28.972,14.25,270.75
copan,2023-10-10,28.221,14.75,271.25
comayagua,2023-10-11,26.858,14.25,272.25
ocotepeque,2023-10-11,29.527,14.25,270.75
copan,2023-10-11,28.202,14.75,271.25
comayagua,2023-10-12,28.245,14.25,272.25
ocotepeque,2023-10-12,29.749,14.25,270.75
copan,2023-10-12,30.013,14.75,271.25
comayagua,2023-10-13,28.569,14.25,272.25
ocotepeque,2023-10-13,29.186,14.25,270.75
copan,2023-10-13,29.698,14.75,271.25
comayagua,2023-10-14,29.003,14.25,272.25
ocotepeque,2023-10-14,29.499,14.25,270.75
copan,2023-10-14,30.184,14.75,271.25
comayagua,2023-10-15,28.168,14.25,272.25
ocotepeque,2023-10-15,29.991,14.25,270.75
copan,2023-10-15,30.146,14.75,271.25
comayagua,2023-10-16,25.625,14.25,272.25
ocotepeque,2023-10-16,28.402,14.25,270.75
copan,2023-10-16,21.607,14.75,271.25
comayagua,2023-10-17,22.43,14.25,272.25
ocotepeque,2023-10-17,27.018,14.25,270.75
copan,2023-10-17,22.089,14.75,271.25
comayagua,2023-10-18,24.784,14.25,272.25
ocotepeque,2023-10-18,28.862,14.25,270.75
copan,2023-10-18,22.152,14.75,271.25
comayagua,2023-10-19,25.655,14.25,272.25
ocotepeque,2023-10-19,28.633,14.25,270.75
copan,2023-10-19,22.53,14.75,271.25
comayagua,2023-10-20,25.169,14.25,272.25
ocotepeque,2023-10-20,28.918,14.25,270.75
copan,2023-10-20,23.932,14.75,271.25
comayagua,2023-10-21,25.962,14.25,272.25
ocotepeque,2023-10-21,28.907,14.25,270.75
copan,2023-10-21,25.147,14.75,271.25
comayagua,2023-10-22,28.399,14.25,272.25
ocotepeque,2023-10-22,28.581,14.25,270.75
copan,2023-10-22,27.629,14.75,271.25
comayagua,2023-10-23,28.1,14.25,272.25
ocotepeque,2023-10-23,29.106,14.25,270.75
copan,2023-10-23,27.386,14.75,271.25
comayagua,2023-10-24,28.173,14.25,272.25
ocotepeque,2023-10-24,30.141,14.25,270.75
copan,2023-10-24,27.705,14.75,271.25
comayagua,2023-10-25,27.436,14.25,272.25
ocotepeque,2023-10-25,29.489,14.25,270.75
copan,2023-10-25,26.312,14.75,271.25
comayagua,2023-10-26,27.648,14.25,272.25
ocotepeque,2023-10-26,30.152,14.25,270.75
copan,2023-10-26,26.349,14.75,271.25
comayagua,2023-10-27,28.844,14.25,272.25
ocotepeque,2023-10-27,29.374,14.25,270.75
copan,2023-10-27,27.731,14.75,271.25
comayagua,2023-10-28,27.732,14.25,272.25
ocotepeque,2023-10-28,30.213,14.25,270.75
copan,2023-10-28,27.571,14.75,271.25
comayagua,2023-10-29,26.672,14.25,272.25
ocotepeque,2023-10-29,28.245,14.25,270.75
copan,2023-10-29,24.446,14.75,271.25
comayagua,2023-10-30,24.176,14.25,272.25
ocotepeque,2023-10-30,25.276,14.25,270.75
copan,2023-10-30,22.013,14.75,271.25
comayagua,2023-10-31,21.163,14.25,272.25
ocotepeque,2023-10-31,21.594,14.25,270.75
copan,2023-10-31,19.819,14.75,271.25
comayagua,2023-11-01,22.077,14.25,272.25
ocotepeque,2023-11-01,21.536,14.25,270.75
copan,2023-11-01,19.566,14.75,271.25
comayagua,2023-11-02,24.616,14.25,272.25
ocotepeque,2023-11-02,27.367,14.25,270.75
copan,2023-11-02,19.787,14.75,271.25
comayagua,2023-11-03,21.143,14.25,272.25
ocotepeque,2023-11-03,26.639,14.25,270.75
copan,2023-11-03,17.935,14.75,271.25
comayagua,2023-11-04,22.976,14.25,272.25
ocotepeque,2023-11-04,23.5,14.25,270.75
copan,2023-11-04,20.272,14.75,271.25
comayagua,2023-11-05,24.354,14.25,272.25
ocotepeque,2023-11-05,24.91,14.25,270.75
